PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, NYBA
Station name, NYBA_KIVU_RW2022
Begin Date, 2022-08-06
End Date, 2023-07-16
Release Date, 2023-09-23
Source file, NYBA.cwu.igs14.pos
Offset from source file, -244.53 mm North, 22.88 mm East, 0.82 mm Vertical
Reference position, -1.7623764188 North Latitude, 29.3496480143 East Longitude, 2248.86794 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-03-20,9.99, 7.45, 1.07, 3.14, 3.22, 7.49, suppf,
2023-03-21,9.87, 12.37, -2.86, 3.2, 3.27, 7.73, suppf,
2023-03-22,6.35, 16.01, 6.37, 3.21, 3.3, 8.32, suppf,
2023-03-23,7.64, 11.64, -6.06, 3.28, 3.33, 7.65, suppf,
2023-03-24,7.03, 11.97, -6.45, 3.38, 3.46, 7.54, suppf,
2023-03-25,7.54, 7.44, -1.57, 3.35, 3.43, 7.67, suppf,
2023-03-26,7.88, 8.87, -5.29, 3.19, 3.26, 8.13, suppf,
2023-03-27,8.78, 6.52, 0.82, 3.24, 3.33, 8.16, suppf,
2023-03-28,11.05, 8.87, -0.68, 3.05, 3.15, 7.67, suppf,
2023-03-29,15.49, 10.29, 9.56, 3.46, 3.51, 8.26, suppf,
2023-03-30,5.24, 0.14, -4.83, 3.3, 3.32, 7.66, suppf,
2023-03-31,13.39, 8.96, -0.82, 3.41, 3.47, 7.56, suppf,
2023-04-01,11.90, 12.59, -1.99, 3.4, 3.45, 7.65, suppf,
2023-04-02,7.04, 5.60, 10.33, 3.36, 3.46, 8.15, suppf,
2023-04-03,6.24, 8.00, -1.10, 3.22, 3.32, 8.11, suppf,
2023-04-04,9.63, 5.34, 3.27, 3.27, 3.39, 8.51, suppf,
2023-04-05,11.88, 5.12, 9.79, 3.19, 3.28, 8.29, suppf,
2023-04-06,13.31, 11.67, 8.10, 3.41, 3.47, 8.35, suppf,
2023-04-07,12.73, 13.80, 7.24, 3.39, 3.48, 8.48, suppf,
2023-04-08,10.47, 10.44, 7.14, 3.05, 3.17, 8.22, suppf,
2023-04-09,11.98, 7.34, 3.16, 3.05, 3.15, 8.11, suppf,
2023-04-10,6.72, 7.87, 0.60, 3.26, 3.33, 8.34, suppf,
2023-04-11,8.74, 13.23, 0.63, 3.24, 3.4, 8.78, suppf,
2023-04-12,11.94, 14.80, -0.36, 3.3, 3.42, 8.34, suppf,
2023-04-13,11.83, 11.31, 14.11, 3.24, 3.34, 8.63, suppf,
2023-04-14,12.74, 14.59, -2.81, 3.29, 3.38, 8.44, suppf,
2023-04-15,9.21, 10.48, -5.59, 3.15, 3.26, 8.78, suppf,
2023-04-16,11.92, 10.63, 4.44, 3.2, 3.28, 8.27, suppf,
2023-04-17,9.83, 11.75, 5.38, 3.24, 3.37, 8.13, suppf,
2023-04-18,10.96, 16.57, 1.80, 3.17, 3.28, 7.93, suppf,
2023-04-19,9.51, 10.66, 1.67, 3.19, 3.27, 7.6, suppf,
2023-04-20,2.52, -0.94, 16.74, 3.29, 3.38, 8.53, suppf,
2023-04-21,7.64, 5.82, 12.37, 3.19, 3.26, 7.77, suppf,
2023-04-22,10.88, 11.17, 7.35, 3.14, 3.25, 8.29, suppf,
2023-04-23,11.98, 6.72, 0.80, 3.05, 3.1, 7.65, suppf,
2023-04-24,12.84, 11.29, -0.61, 3.02, 3.11, 7.73, suppf,
2023-04-25,8.19, 9.21, 1.33, 2.99, 3.08, 7.83, suppf,
2023-04-26,8.48, 14.51, 0.56, 3.01, 3.09, 8.06, suppf,
2023-04-27,13.33, 13.60, -0.40, 3.1, 3.17, 7.64, suppf,
2023-04-28,11.14, 3.12, 11.46, 3.01, 3.07, 8.03, suppf,
2023-04-29,10.31, 7.97, 1.37, 3.04, 3.12, 7.69, suppf,
2023-04-30,11.77, 7.95, -10.20, 3.13, 3.19, 8.29, suppf,
2023-05-01,10.34, 12.99, -3.65, 3.05, 3.13, 7.97, suppf,
2023-05-02,7.69, 7.88, -6.34, 3.26, 3.3, 8.54, suppf,
2023-05-03,8.38, 14.10, -11.43, 3, 3.1, 8.04, suppf,
2023-05-04,6.42, 12.59, 5.95, 3.03, 3.07, 8.35, suppf,
2023-05-05,9.72, 14.09, -4.58, 3, 3.08, 8.17, suppf,
2023-05-06,10.23, 12.91, -1.45, 2.94, 3.02, 7.67, suppf,
2023-05-07,11.39, 9.42, 5.66, 2.97, 3.03, 7.49, suppf,
2023-05-08,8.72, 5.34, -9.26, 3, 3.07, 7.52, suppf,
2023-05-09,3.80, 9.63, -14.08, 3.29, 3.38, 8.59, suppf,
2023-05-10,3.23, 8.87, 1.08, 3.1, 3.16, 8.04, suppf,
2023-05-11,8.64, 14.35, 4.93, 2.96, 3.07, 7.65, suppf,
2023-05-12,3.76, 5.73, 5.27, 3.03, 3.1, 7.5, suppf,
2023-05-13,4.66, 7.29, 11.34, 3.18, 3.26, 8.19, suppf,
2023-05-14,8.68, 13.62, -3.72, 3.16, 3.21, 8.09, suppf,
2023-05-15,6.70, 11.49, -7.91, 3.15, 3.22, 8.02, suppf,
2023-05-16,12.02, 12.07, 2.90, 3.23, 3.28, 8.27, suppf,
2023-05-17,9.34, 14.19, -7.80, 3.07, 3.15, 8.15, suppf,
2023-05-18,7.58, 16.99, -6.31, 3.11, 3.22, 8.28, suppf,
2023-05-19,8.18, 5.39, -0.37, 3.1, 3.18, 8.21, suppf,
2023-05-20,7.23, 6.07, 5.13, 3.15, 3.19, 7.66, suppf,
2023-05-21,7.13, 8.76, -2.02, 3.11, 3.14, 7.63, suppf,
2023-05-22,7.31, 15.65, 1.05, 3.01, 3.06, 7.62, suppf,
2023-05-23,11.02, 13.78, -6.10, 2.93, 3.02, 8.21, suppf,
2023-05-24,5.96, 15.62, 1.79, 3.14, 3.24, 8.4, suppf,
2023-05-25,5.86, 7.00, -0.17, 3.15, 3.25, 7.89, suppf,
