PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, BNZA
Station name, BNZA_KIVU_RW2022
Begin Date, 2022-08-07
End Date, 2023-09-26
Release Date, 2023-09-27
Source file, BNZA.cwu.igs14.pos
Offset from source file, -243.81 mm North, 24.07 mm East, -4.36 mm Vertical
Reference position, -1.8977912034 North Latitude, 29.2972919265 East Longitude, 1709.02926 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-07-01,13.52, 19.31, -10.65, 3.08, 3.16, 7.46, final,
2023-07-02,9.13, 18.97, -12.32, 3.1, 3.18, 7.61, final,
2023-07-03,8.33, 21.69, -10.10, 3.15, 3.23, 7.67, final,
2023-07-04,7.70, 23.13, -4.69, 3.12, 3.18, 7.21, final,
2023-07-05,7.13, 22.78, -7.97, 3.27, 3.35, 7.46, final,
2023-07-06,8.17, 20.36, -1.64, 3.14, 3.21, 7.44, final,
2023-07-07,11.55, 26.90, 2.82, 3.07, 3.14, 7.49, final,
2023-07-08,17.28, 21.72, -0.85, 3.19, 3.25, 7.19, final,
2023-07-09,14.34, 20.26, -3.57, 3.12, 3.17, 7.28, final,
2023-07-10,14.13, 20.68, -4.72, 3.18, 3.24, 7.94, final,
2023-07-11,15.42, 22.99, 2.76, 3.06, 3.1, 7.65, final,
2023-07-12,13.66, 23.04, 1.02, 3.02, 3.08, 7.51, final,
2023-07-13,10.39, 23.58, -5.51, 3.16, 3.23, 8.05, final,
2023-07-14,9.13, 16.89, -5.28, 3.19, 3.24, 7.62, final,
2023-07-15,11.63, 20.44, -7.36, 3.25, 3.31, 7.58, final,
2023-07-16,13.39, 18.75, -2.28, 3.22, 3.24, 8.42, final,
2023-07-17,11.29, 15.56, -2.94, 3.17, 3.2, 7.6, final,
2023-07-18,13.50, 14.59, -0.22, 3.21, 3.24, 8.03, final,
2023-07-19,12.77, 19.73, -3.15, 3.07, 3.14, 7.38, final,
2023-07-20,15.56, 22.14, -9.39, 3.1, 3.17, 7.82, final,
2023-07-21,15.83, 18.84, -4.31, 3.06, 3.12, 7.76, final,
2023-07-22,14.63, 19.69, -4.94, 3.06, 3.14, 7.76, final,
2023-07-23,20.50, 20.57, -5.05, 3.09, 3.12, 7.62, final,
2023-07-24,14.13, 23.56, -14.73, 3.05, 3.14, 7.39, final,
2023-07-25,13.24, 18.09, -3.00, 3.13, 3.18, 7.47, final,
2023-07-26,8.89, 22.18, -18.33, 3.19, 3.24, 7.39, final,
2023-07-27,12.37, 20.90, -7.85, 3.23, 3.3, 7.79, final,
2023-07-28,11.34, 20.47, -7.93, 3.18, 3.23, 7.54, final,
2023-07-29,11.75, 24.52, -5.71, 3.15, 3.25, 7.96, final,
2023-07-30,13.02, 23.03, -3.28, 3.1, 3.15, 7.43, final,
2023-07-31,10.78, 19.53, -8.90, 3.12, 3.2, 7.77, final,
2023-08-01,11.88, 10.40, -3.49, 3.09, 3.15, 7.35, final,
2023-08-02,16.36, 16.96, -2.49, 3.11, 3.18, 7.6, final,
2023-08-03,17.87, 18.94, -4.49, 3.21, 3.25, 7.53, final,
2023-08-04,17.58, 18.61, 1.21, 3.06, 3.12, 7.49, final,
2023-08-05,8.68, 7.26, -1.91, 3.18, 3.23, 7.39, final,
2023-08-06,10.61, 19.31, -1.71, 3.06, 3.14, 7.63, final,
2023-08-07,11.01, 28.37, -12.19, 3.17, 3.23, 7.46, final,
2023-08-08,12.93, 22.42, -11.21, 3.15, 3.21, 7.86, final,
2023-08-09,15.84, 25.57, -10.05, 3.16, 3.21, 7.36, final,
2023-08-10,7.96, 17.26, -15.50, 3.28, 3.33, 7.64, final,
2023-08-11,8.78, 15.09, -6.97, 3.22, 3.28, 7.79, final,
2023-08-12,6.56, 18.41, -0.41, 3.39, 3.47, 8.17, final,
2023-08-13,13.18, 19.85, -1.68, 3.11, 3.18, 7.57, final,
2023-08-14,9.93, 16.37, -0.31, 3.23, 3.31, 7.76, final,
2023-08-15,6.60, 14.84, -5.94, 3.39, 3.49, 8.03, final,
2023-08-16,15.65, 17.81, -6.90, 3.06, 3.09, 7.67, final,
2023-08-17,17.65, 35.06, -5.34, 3.07, 3.13, 7.57, final,
2023-08-18,14.77, 21.09, -3.97, 3.39, 3.46, 7.69, final,
2023-08-19,14.75, 19.39, -0.76, 3.07, 3.18, 7.63, final,
2023-08-20,13.13, 21.07, 2.94, 3.19, 3.28, 7.75, final,
2023-08-21,13.58, 18.48, -6.72, 3.2, 3.27, 7.73, final,
2023-08-22,17.49, 23.93, -3.99, 3.36, 3.44, 7.68, final,
2023-08-23,17.16, 21.67, -0.76, 3.24, 3.29, 7.58, final,
2023-08-24,16.04, 13.68, -1.28, 3.38, 3.42, 7.39, final,
2023-08-25,22.93, 32.44, -11.26, 3.53, 3.59, 7.81, final,
2023-08-26,19.39, 17.40, 1.70, 3.47, 3.59, 7.71, final,
2023-08-27,16.09, 17.23, 2.81, 3.39, 3.54, 7.97, final,
2023-08-28,15.17, 23.69, -15.30, 3.29, 3.34, 7.56, final,
2023-08-29,17.72, 16.19, -7.62, 3.2, 3.26, 7.46, final,
2023-08-30,21.17, 22.01, -5.86, 3.18, 3.22, 7.4, final,
2023-08-31,19.48, 18.51, -7.63, 3.12, 3.19, 7.6, final,
2023-09-01,19.92, 21.66, -1.75, 3.29, 3.36, 7.68, final,
2023-09-02,20.78, 25.49, -2.05, 3.26, 3.26, 7.43, final,
2023-09-03,18.73, 24.51, -8.35, 3.48, 3.5, 7.45, final,
2023-09-04,13.64, 27.45, 0.36, 3.27, 3.3, 7.39, final,
2023-09-21,22.62, 25.98, 4.71, 3.32, 3.36, 7.57, rapid,
2023-09-22,21.40, 36.05, 10.31, 3.52, 3.55, 7.92, rapid,
2023-09-23,19.42, 36.98, -6.63, 3.43, 3.48, 7.99, rapid,
2023-09-24,23.88, 35.68, -2.02, 3.31, 3.36, 7.76, rapid,
2023-09-26,28.02, 31.72, 6.48, 3.32, 3.35, 7.54, rapid,
