PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, BYAH
Station name, BYAH_KIVU_RW2022
Begin Date, 2022-08-04
End Date, 2023-09-04
Release Date, 2023-09-23
Source file, BYAH.cwu.igs14.pos
Offset from source file, -241.89 mm North, 28.75 mm East, 0.15 mm Vertical
Reference position, -1.6627052349 North Latitude, 29.2646134412 East Longitude, 1596.26345 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-05-18,13.87, 21.98, 6.63, 3.3, 3.27, 9.34, suppf,
2023-05-19,11.69, 12.74, -3.67, 3.31, 3.21, 9.23, suppf,
2023-05-20,10.88, 12.68, 2.57, 3.27, 3.2, 8.48, suppf,
2023-05-21,10.09, 18.30, -6.13, 3.24, 3.17, 8.45, suppf,
2023-05-22,11.53, 22.73, 5.08, 3.14, 3.09, 8.5, suppf,
2023-05-23,9.70, 24.06, 3.84, 3.09, 3.04, 9.06, suppf,
2023-05-24,9.66, 21.83, 3.26, 3.32, 3.26, 9.44, suppf,
2023-05-25,11.55, 16.07, 3.47, 3.28, 3.26, 8.64, suppf,
2023-05-26,15.03, 26.76, 5.34, 3.21, 3.16, 8.51, suppf,
2023-05-27,14.06, 28.16, 6.57, 3.22, 3.19, 8.8, suppf,
2023-05-28,12.07, 26.49, 2.95, 3.24, 3.17, 8.62, suppf,
2023-05-29,15.71, 25.75, -4.19, 3.31, 3.25, 9.28, suppf,
2023-05-30,11.45, 28.18, 9.98, 3.33, 3.31, 9.25, suppf,
2023-05-31,12.09, 21.13, 5.95, 3.35, 3.29, 8.81, suppf,
2023-06-01,15.37, 31.42, 3.52, 3.18, 3.13, 8.52, suppf,
2023-06-02,14.51, 33.22, -2.72, 3.34, 3.32, 9.81, suppf,
2023-06-03,10.27, 34.03, 3.44, 3.26, 3.25, 9.07, suppf,
2023-06-04,17.41, 33.70, -7.41, 3.24, 3.19, 8.81, suppf,
2023-06-05,15.00, 24.43, -9.82, 3.21, 3.16, 8.95, suppf,
2023-06-06,15.01, 28.54, 7.00, 3.37, 3.27, 9.01, suppf,
2023-06-07,14.34, 22.39, 13.81, 3.3, 3.26, 8.43, suppf,
2023-06-08,8.07, 30.82, 5.59, 3.33, 3.3, 9.34, suppf,
2023-06-09,12.51, 26.58, -2.24, 3.38, 3.36, 8.95, suppf,
2023-06-10,14.48, 27.53, -3.97, 3.3, 3.27, 8.38, suppf,
2023-06-11,14.15, 29.68, -0.85, 3.29, 3.24, 8.36, suppf,
2023-06-12,11.20, 25.15, 19.97, 3.34, 3.32, 8.82, suppf,
2023-06-13,18.80, 27.44, 6.78, 3.29, 3.25, 8.43, suppf,
2023-06-14,20.19, 38.40, 11.23, 3.51, 3.51, 9.29, suppf,
2023-06-15,11.25, 31.36, -14.33, 3.29, 3.24, 8.58, suppf,
2023-06-16,13.14, 26.42, 10.90, 3.38, 3.33, 8.36, suppf,
2023-06-17,16.44, 33.47, 12.56, 3.14, 3.13, 8.61, suppf,
2023-06-18,15.93, 30.47, 8.40, 3.29, 3.26, 8.6, suppf,
2023-06-19,13.72, 23.14, 8.99, 3.28, 3.26, 8.52, suppf,
2023-06-20,12.73, 23.47, 4.66, 3.16, 3.11, 8.37, suppf,
2023-06-21,9.54, 26.85, 13.41, 3.33, 3.32, 9.59, suppf,
2023-06-22,14.02, 32.04, -0.02, 3.43, 3.4, 9.12, suppf,
2023-06-23,12.00, 27.79, 5.25, 3.33, 3.28, 9.1, suppf,
2023-06-24,14.70, 30.00, -7.87, 3.23, 3.21, 8.53, suppf,
2023-06-25,15.90, 32.96, -11.81, 3.33, 3.35, 8.77, final,
2023-06-26,17.13, 37.91, -4.97, 3.4, 3.38, 8.62, final,
2023-06-27,20.98, 30.25, 4.60, 3.31, 3.28, 8.65, final,
2023-06-28,14.93, 32.57, -2.29, 3.23, 3.2, 8.49, final,
2023-06-29,14.06, 30.73, 1.02, 3.4, 3.37, 8.55, final,
2023-06-30,14.07, 26.43, 2.17, 3.29, 3.27, 8.84, final,
2023-07-01,15.82, 28.96, 4.35, 3.26, 3.25, 8.95, final,
2023-07-02,12.57, 26.34, -2.50, 3.28, 3.26, 8.9, final,
2023-07-03,9.46, 30.72, -2.74, 3.32, 3.29, 8.97, final,
2023-07-04,10.61, 31.92, 6.16, 3.29, 3.25, 8.42, final,
2023-07-05,8.85, 29.59, 6.80, 3.46, 3.43, 8.92, final,
2023-07-06,12.51, 26.67, 3.25, 3.3, 3.29, 8.63, final,
2023-07-07,15.76, 34.81, 11.66, 3.24, 3.23, 8.7, final,
2023-07-08,19.64, 30.02, 10.48, 3.35, 3.33, 8.43, final,
2023-07-09,16.74, 29.03, 6.72, 3.29, 3.24, 8.41, final,
2023-07-10,19.02, 29.79, 8.01, 3.37, 3.33, 9.18, final,
2023-07-11,19.32, 32.69, -1.77, 3.25, 3.19, 8.79, final,
2023-07-12,18.93, 34.16, 1.67, 3.22, 3.16, 8.85, final,
2023-07-13,13.45, 32.04, 1.42, 3.34, 3.33, 9.14, final,
2023-07-14,13.30, 25.53, -2.02, 3.39, 3.31, 8.96, final,
2023-07-15,19.28, 29.85, -8.68, 3.43, 3.37, 8.55, final,
2023-07-16,16.48, 30.44, 8.01, 3.43, 3.35, 9.82, final,
2023-07-17,15.10, 24.98, -3.34, 3.35, 3.33, 9.15, final,
2023-07-18,17.28, 23.24, 4.18, 3.43, 3.34, 9.47, final,
2023-07-19,14.79, 30.13, 4.21, 3.27, 3.24, 8.81, final,
2023-07-20,20.72, 32.63, -5.49, 3.32, 3.29, 9.19, final,
2023-07-21,18.12, 29.16, 3.68, 3.26, 3.2, 9.1, final,
2023-07-22,18.99, 26.38, -1.65, 3.27, 3.22, 8.84, final,
2023-07-23,22.96, 31.46, 1.76, 3.28, 3.22, 8.95, final,
2023-07-24,18.60, 34.03, -7.30, 3.24, 3.25, 8.74, final,
2023-07-25,16.80, 26.34, -1.32, 3.32, 3.25, 8.62, final,
2023-07-26,11.01, 32.13, -13.33, 3.37, 3.31, 8.57, final,
2023-07-27,17.91, 28.85, 4.05, 3.43, 3.4, 9.07, final,
2023-07-28,16.05, 29.17, -0.49, 3.37, 3.31, 8.84, final,
2023-07-29,16.24, 35.54, -2.93, 3.37, 3.32, 9.44, final,
2023-07-30,16.16, 30.44, -3.29, 3.28, 3.21, 8.57, final,
2023-07-31,13.92, 29.67, -9.37, 3.32, 3.3, 9.02, final,
2023-08-01,17.71, 21.03, -2.42, 3.28, 3.22, 8.6, final,
2023-08-02,22.88, 24.18, 5.81, 3.32, 3.27, 8.93, final,
2023-08-03,20.94, 26.56, 3.25, 3.39, 3.32, 8.7, final,
2023-08-04,23.05, 27.25, 3.55, 3.28, 3.21, 8.85, final,
2023-08-05,12.75, 18.37, 8.05, 3.37, 3.3, 8.58, final,
2023-08-06,14.86, 26.08, -3.71, 3.24, 3.21, 8.71, final,
2023-08-07,16.17, 35.51, -8.60, 3.36, 3.33, 8.71, final,
2023-08-08,19.42, 31.97, -7.81, 3.34, 3.31, 9.24, final,
2023-08-09,22.08, 36.25, -14.88, 3.33, 3.31, 8.77, final,
2023-08-10,10.04, 27.11, -13.03, 3.47, 3.43, 9.15, final,
2023-08-11,9.48, 24.05, 5.55, 3.41, 3.38, 9.13, final,
2023-08-12,13.03, 26.29, 1.14, 3.6, 3.59, 9.67, final,
2023-08-13,17.60, 31.64, 11.39, 3.3, 3.26, 8.84, final,
2023-08-14,14.60, 25.92, -0.42, 3.44, 3.45, 9.37, final,
2023-08-15,9.11, 22.53, 4.78, 3.59, 3.55, 9.38, final,
2023-08-16,19.35, 31.50, 3.77, 3.21, 3.17, 8.61, final,
2023-08-17,21.97, 43.85, 1.30, 3.28, 3.26, 9.21, final,
2023-08-18,19.74, 31.13, -1.86, 3.58, 3.58, 9.13, final,
2023-08-19,20.50, 26.59, 15.48, 3.26, 3.28, 8.9, final,
2023-08-20,16.37, 32.23, 4.73, 3.38, 3.38, 9.27, final,
2023-08-21,18.09, 30.65, 1.61, 3.37, 3.35, 8.87, final,
2023-08-22,21.46, 30.98, 12.16, 3.54, 3.52, 8.83, final,
2023-08-23,19.81, 34.22, 10.04, 3.44, 3.42, 9.02, final,
2023-08-24,20.37, 26.97, -1.17, 3.55, 3.5, 8.72, final,
2023-08-25,28.96, 40.72, -10.96, 3.73, 3.74, 9.62, final,
2023-08-26,22.91, 26.59, 6.26, 3.63, 3.66, 8.97, final,
2023-08-27,20.86, 29.40, 17.24, 3.59, 3.66, 9.68, final,
2023-08-28,16.20, 31.95, 11.22, 3.48, 3.46, 8.86, final,
2023-08-29,22.33, 24.35, 1.05, 3.38, 3.35, 8.73, final,
2023-08-30,27.30, 31.64, 5.84, 3.34, 3.3, 8.57, final,
2023-08-31,22.88, 29.61, 0.49, 3.33, 3.28, 8.96, final,
2023-09-01,23.53, 30.21, 19.66, 3.46, 3.43, 8.85, final,
2023-09-02,23.93, 37.77, 15.28, 3.42, 3.34, 8.61, final,
2023-09-03,23.35, 32.39, 0.87, 3.62, 3.55, 8.38, final,
2023-09-04,18.66, 37.51, 4.33, 3.43, 3.39, 8.57, final,
