PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, KMBR
Station name, KMBR_KIVU_RW2022
Begin Date, 2022-08-06
End Date, 2023-09-26
Release Date, 2023-09-27
Source file, KMBR.cwu.igs14.pos
Offset from source file, -244.65 mm North, 23.00 mm East, 0.82 mm Vertical
Reference position, -1.8273626406 North Latitude, 29.2925859939 East Longitude, 1471.78216 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-03-16,2.10, 7.07, 9.52, 3.25, 3.47, 10.09, suppf,
2023-03-17,10.33, -2.03, 21.12, 3.31, 3.43, 10.59, suppf,
2023-03-18,10.44, 4.56, 20.85, 3.32, 3.5, 10.37, suppf,
2023-03-19,9.13, 12.11, 15.98, 3.5, 3.68, 10.59, suppf,
2023-03-20,6.91, 5.47, 9.55, 3.29, 3.46, 9.61, suppf,
2023-03-21,4.53, 11.26, 12.93, 3.44, 3.52, 10.51, suppf,
2023-03-22,3.10, 11.30, 19.79, 3.37, 3.57, 10.56, suppf,
2023-03-23,2.92, 9.35, 9.30, 3.4, 3.55, 9.53, suppf,
2023-03-24,2.37, 11.25, 6.45, 3.57, 3.68, 10.02, suppf,
2023-03-25,0.89, 4.77, 14.06, 3.5, 3.64, 9.71, suppf,
2023-03-26,4.41, 9.20, -1.47, 3.36, 3.54, 10.53, suppf,
2023-03-27,2.56, 5.65, 20.37, 3.44, 3.61, 10.76, suppf,
2023-03-28,6.21, 7.21, 9.60, 3.19, 3.36, 9.58, suppf,
2023-03-29,12.11, 11.16, 22.67, 3.64, 3.76, 10.64, suppf,
2023-03-30,-3.26, -0.95, 32.71, 3.45, 3.53, 9.67, suppf,
2023-03-31,9.66, 9.55, -4.81, 3.53, 3.69, 9.66, suppf,
2023-04-01,8.35, 12.50, 7.96, 3.49, 3.71, 9.56, suppf,
2023-04-02,-1.39, 6.45, 10.45, 3.51, 3.69, 10.32, suppf,
2023-04-03,4.01, 8.58, 12.90, 3.37, 3.53, 10.06, suppf,
2023-04-04,5.23, 4.19, 20.67, 3.5, 3.67, 11.2, suppf,
2023-04-05,10.33, 4.06, 23.23, 3.37, 3.54, 10.8, suppf,
2023-04-06,7.02, 7.19, 20.30, 3.57, 3.68, 10.56, suppf,
2023-04-07,8.59, 11.73, 8.91, 3.57, 3.78, 11.03, suppf,
2023-04-08,5.13, 7.57, 27.12, 3.26, 3.42, 10.83, suppf,
2023-04-09,8.92, 11.74, 6.96, 3.31, 3.4, 10.7, suppf,
2023-04-10,3.63, 5.98, 7.05, 3.43, 3.57, 10.66, suppf,
2023-04-11,4.33, 14.97, 4.46, 3.44, 3.68, 11.35, suppf,
2023-04-12,8.78, 20.15, 10.56, 3.52, 3.67, 10.84, suppf,
2023-04-13,7.91, 6.89, 29.29, 3.42, 3.6, 10.98, suppf,
2023-04-14,7.42, 14.85, 7.71, 3.5, 3.65, 10.98, suppf,
2023-04-15,5.16, 6.23, 20.47, 3.4, 3.5, 11.3, suppf,
2023-04-16,7.39, 11.73, 8.71, 3.47, 3.48, 10.85, suppf,
