PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, RUBO
Station name, RUBO_KIVU_RW2022
Begin Date, 2022-08-03
End Date, 2023-09-27
Release Date, 2023-09-28
Source file, RUBO.cwu.igs14.pos
Offset from source file, -243.94 mm North, 22.07 mm East, 0.95 mm Vertical
Reference position, -1.7280349874 North Latitude, 29.2559456217 East Longitude, 1464.99799 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-03-14,19.84, 7.55, 5.46, 3.51, 3.68, 8.69, suppf,
2023-03-15,12.96, 6.55, -6.08, 3.37, 3.52, 8.5, suppf,
2023-03-16,9.62, -0.73, -8.08, 3.15, 3.37, 9.01, suppf,
2023-03-17,15.71, -8.32, -4.93, 3.11, 3.32, 8.62, suppf,
2023-03-18,15.89, 0.11, -13.06, 3.2, 3.43, 9.17, suppf,
2023-03-19,14.91, 3.49, -7.52, 3.32, 3.55, 8.97, suppf,
2023-03-20,13.18, -0.81, -6.79, 3.2, 3.42, 8.68, suppf,
2023-03-21,10.96, 3.29, -13.65, 3.26, 3.44, 8.89, suppf,
2023-03-22,11.27, 6.22, -7.91, 3.23, 3.45, 9.12, suppf,
2023-03-23,11.70, 3.50, -13.17, 3.32, 3.52, 8.7, suppf,
2023-03-24,7.51, 4.18, -11.09, 3.43, 3.64, 8.59, suppf,
2023-03-25,8.58, 1.26, -14.20, 3.4, 3.63, 8.83, suppf,
2023-03-26,11.53, -0.87, -8.79, 3.22, 3.47, 9.15, suppf,
2023-03-27,9.98, -1.01, 2.13, 3.29, 3.51, 9.11, suppf,
2023-03-28,13.09, 1.76, -3.52, 3.1, 3.33, 8.72, suppf,
2023-03-29,17.05, 2.88, -3.54, 3.53, 3.71, 9.48, suppf,
2023-03-30,7.21, -7.50, -13.58, 3.35, 3.49, 8.71, suppf,
2023-03-31,13.90, -0.18, -6.88, 3.45, 3.63, 8.64, suppf,
2023-04-01,14.70, 2.50, -8.80, 3.44, 3.61, 8.71, suppf,
2023-04-02,9.86, -0.76, -6.80, 3.4, 3.63, 9.06, suppf,
2023-04-03,10.99, 1.61, -7.82, 3.26, 3.5, 9.19, suppf,
2023-04-04,8.57, -5.22, -2.33, 3.33, 3.59, 9.79, suppf,
2023-04-05,14.38, -5.01, 1.04, 3.23, 3.45, 9.23, suppf,
2023-04-06,14.85, 0.41, 3.50, 3.46, 3.64, 9.5, suppf,
2023-04-07,13.43, 5.89, -0.64, 3.46, 3.71, 9.81, suppf,
2023-04-08,11.79, 1.57, -10.24, 3.12, 3.37, 9.28, suppf,
2023-04-09,13.04, 2.36, -13.52, 3.12, 3.36, 9.21, suppf,
2023-04-10,9.30, -0.37, -10.52, 3.32, 3.52, 9.32, suppf,
2023-04-11,10.44, 2.88, -5.50, 3.27, 3.56, 9.65, suppf,
2023-04-12,13.01, 6.18, -7.19, 3.36, 3.59, 9.44, suppf,
2023-04-13,13.04, 1.33, 1.23, 3.32, 3.6, 9.94, suppf,
2023-04-14,14.59, 7.39, -12.02, 3.35, 3.59, 9.73, suppf,
2023-04-15,10.19, 2.60, -1.90, 3.24, 3.48, 9.84, suppf,
2023-04-16,12.30, 2.99, -18.23, 3.26, 3.43, 9.19, suppf,
2023-04-17,12.15, 5.94, -19.43, 3.29, 3.59, 9.19, suppf,
2023-04-18,11.57, 8.19, -19.64, 3.25, 3.46, 9.04, suppf,
2023-04-19,9.18, 4.39, -15.09, 3.25, 3.42, 8.69, suppf,
2023-04-20,4.36, -7.31, 1.86, 3.37, 3.6, 9.84, suppf,
2023-04-21,10.00, -3.31, 4.72, 3.26, 3.44, 9.01, suppf,
2023-04-22,7.77, -1.51, -1.28, 3.25, 3.44, 9.6, suppf,
2023-04-23,12.52, -0.98, -17.81, 3.1, 3.31, 8.78, suppf,
2023-04-24,13.80, 5.77, -18.33, 3.05, 3.27, 8.56, suppf,
2023-04-25,10.77, -1.50, -11.98, 3.07, 3.27, 9, suppf,
2023-04-26,10.22, 5.82, -22.07, 3.08, 3.26, 9.13, suppf,
2023-04-27,12.50, 5.26, 0.61, 3.16, 3.35, 8.8, suppf,
2023-04-28,13.96, -5.65, -2.88, 3.09, 3.25, 9.07, suppf,
2023-04-29,14.69, 1.84, -10.73, 3.09, 3.28, 8.58, suppf,
2023-04-30,13.87, 0.65, -18.58, 3.2, 3.34, 9.3, suppf,
2023-05-01,10.84, 5.52, -12.29, 3.13, 3.33, 9.16, suppf,
2023-05-02,6.45, 2.91, -12.76, 3.32, 3.47, 9.59, suppf,
2023-05-03,9.31, 7.57, -18.95, 3.08, 3.33, 9.34, suppf,
2023-05-04,11.09, 2.52, -6.94, 3.07, 3.26, 9.4, suppf,
2023-05-05,9.94, 6.29, -14.98, 3.07, 3.29, 9.24, suppf,
2023-05-06,9.89, 6.45, -26.50, 3, 3.23, 8.71, suppf,
2023-05-07,12.00, 2.65, -9.04, 3.02, 3.21, 8.58, suppf,
2023-05-08,9.12, -2.74, -16.11, 3.05, 3.26, 8.66, suppf,
2023-05-09,6.55, 1.55, -14.38, 3.35, 3.54, 9.68, suppf,
2023-05-10,5.58, 0.98, -12.25, 3.16, 3.37, 9.25, suppf,
2023-05-11,8.14, 5.04, -11.81, 3.03, 3.29, 9.02, suppf,
2023-05-12,3.07, 0.07, -12.75, 3.1, 3.3, 8.71, suppf,
2023-05-13,5.39, -0.93, -11.44, 3.25, 3.44, 9.49, suppf,
2023-05-14,7.27, 5.93, -16.37, 3.21, 3.43, 9.18, suppf,
2023-05-15,9.52, 2.00, -9.46, 3.22, 3.42, 9.29, suppf,
2023-05-16,14.57, 4.94, -4.54, 3.3, 3.5, 9.59, suppf,
2023-05-17,7.77, 9.56, -22.33, 3.12, 3.29, 9.17, suppf,
2023-05-18,8.55, 7.65, -2.91, 3.16, 3.41, 9.45, suppf,
2023-05-19,10.25, -2.39, -18.84, 3.16, 3.34, 9.34, suppf,
2023-05-20,8.22, -1.94, -13.59, 3.19, 3.34, 8.73, suppf,
2023-05-21,11.29, 0.49, -14.26, 3.14, 3.31, 8.71, suppf,
2023-05-22,10.19, 7.27, -14.22, 3.07, 3.24, 8.73, suppf,
2023-05-23,10.76, 8.45, -10.81, 2.97, 3.19, 9.43, suppf,
2023-05-24,7.60, 6.47, -12.29, 3.19, 3.41, 9.64, suppf,
2023-05-25,9.04, 0.04, -19.11, 3.2, 3.42, 8.97, suppf,
2023-05-26,12.87, 10.71, -12.48, 3.12, 3.3, 8.82, suppf,
2023-05-27,16.23, 13.65, -6.93, 3.1, 3.36, 8.83, suppf,
2023-05-28,11.83, 11.69, -15.06, 3.14, 3.35, 8.97, suppf,
2023-05-29,11.77, 13.69, -17.48, 3.2, 3.43, 9.53, suppf,
2023-05-30,10.85, 12.34, -19.02, 3.2, 3.51, 9.33, suppf,
2023-05-31,10.58, 3.85, -10.31, 3.22, 3.42, 8.69, suppf,
2023-06-01,14.05, 16.37, -11.92, 3.08, 3.3, 8.61, suppf,
2023-06-02,12.48, 18.61, -5.07, 3.2, 3.52, 9.67, suppf,
2023-06-03,10.92, 17.13, -12.74, 3.17, 3.37, 9.01, suppf,
2023-06-04,15.17, 14.26, -1.67, 3.12, 3.34, 8.83, suppf,
