PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, KANZ
Station name, kanz_KIVU_RW2022
Begin Date, 2022-08-03
End Date, 2023-09-26
Release Date, 2023-09-27
Source file, KANZ.cwu.igs14.pos
Offset from source file, -243.29 mm North, 22.75 mm East, 8.01 mm Vertical
Reference position, -1.6463465815 North Latitude, 29.3781144963 East Longitude, 2299.33814 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-06-07,12.68, 15.10, 16.13, 3.13, 3.18, 7.23, suppf,
2023-06-08,11.02, 21.71, 9.06, 3.13, 3.19, 7.8, suppf,
2023-06-09,11.82, 18.97, 4.36, 3.22, 3.25, 7.88, suppf,
2023-06-10,13.85, 19.44, 6.85, 3.15, 3.19, 7.24, suppf,
2023-06-11,12.95, 18.48, 10.74, 3.14, 3.18, 7.23, suppf,
2023-06-12,13.35, 16.45, 18.60, 3.18, 3.25, 7.71, suppf,
2023-06-13,20.54, 18.52, 14.90, 3.12, 3.17, 7.26, suppf,
2023-06-14,22.73, 26.57, 10.95, 3.33, 3.4, 7.84, suppf,
2023-06-15,11.22, 23.99, -0.15, 3.12, 3.19, 7.43, suppf,
2023-06-16,16.36, 16.93, 9.82, 3.23, 3.26, 7.21, suppf,
2023-06-17,17.30, 22.56, 17.56, 2.98, 3.04, 7.49, suppf,
2023-06-18,18.55, 20.83, 4.38, 3.11, 3.16, 7.37, suppf,
2023-06-19,17.04, 14.26, 8.86, 3.12, 3.17, 7.23, suppf,
2023-06-20,12.60, 17.06, 6.64, 15.42, 13.39, 11.84, suppl,
2023-06-21,14.07, 20.01, 8.94, 15.73, 13.98, 12.52, suppl,
2023-06-22,15.24, 24.57, 0.12, 15.96, 14.21, 12.32, suppl,
2023-06-23,12.24, 17.71, 8.80, 15.46, 13.87, 12.12, suppl,
2023-06-24,16.88, 20.91, 5.93, 15.6, 13.72, 12.04, suppl,
2023-07-09,16.77, 18.69, 1.84, 3.12, 3.16, 7.27, final,
2023-07-10,17.75, 22.02, 0.73, 3.18, 3.25, 7.97, final,
2023-07-11,16.82, 22.47, 9.46, 3.05, 3.1, 7.75, final,
2023-07-12,16.39, 23.52, 6.12, 3.01, 3.07, 7.5, final,
2023-07-13,12.46, 22.51, 9.34, 3.14, 3.19, 7.92, final,
2023-07-14,14.04, 16.34, 7.40, 3.19, 3.23, 7.59, final,
2023-07-15,15.40, 20.52, 9.74, 3.24, 3.3, 7.7, final,
2023-07-16,17.47, 20.34, 14.58, 3.23, 3.24, 8.48, final,
2023-07-17,14.61, 15.99, 13.77, 3.17, 3.2, 7.63, final,
2023-07-18,17.20, 13.83, 10.93, 3.2, 3.23, 8.16, final,
2023-07-19,17.70, 18.97, 16.46, 3.06, 3.15, 7.34, final,
2023-07-20,19.12, 22.37, 9.61, 3.1, 3.17, 7.8, final,
2023-07-21,20.68, 18.87, 14.22, 3.05, 3.12, 7.69, final,
2023-07-22,17.75, 18.37, 7.02, 3.07, 3.14, 7.64, final,
2023-07-23,24.54, 20.52, 11.56, 3.09, 3.12, 7.61, final,
2023-07-24,16.79, 23.50, 2.51, 3.06, 3.13, 7.43, final,
2023-07-25,14.57, 16.77, 5.43, 3.12, 3.17, 7.4, final,
2023-07-26,9.80, 22.08, 0.91, 3.19, 3.23, 7.39, final,
2023-07-27,17.73, 18.49, 9.88, 3.22, 3.3, 7.77, final,
2023-07-28,14.55, 19.60, 3.22, 3.18, 3.23, 7.53, final,
2023-07-29,16.00, 26.45, 9.96, 3.16, 3.23, 7.96, final,
2023-07-30,16.18, 22.05, 5.06, 3.11, 3.13, 7.52, final,
2023-07-31,14.01, 19.49, 5.36, 3.1, 3.18, 7.76, final,
2023-08-01,15.05, 10.65, 10.45, 3.09, 3.15, 7.38, final,
2023-08-02,19.10, 15.16, 8.85, 3.11, 3.17, 7.51, final,
2023-08-03,21.37, 17.58, 8.85, 3.2, 3.25, 7.59, final,
2023-08-04,21.24, 18.42, 13.25, 3.05, 3.11, 7.54, final,
2023-08-05,11.43, 7.71, 10.50, 3.17, 3.22, 7.3, final,
2023-08-06,15.01, 18.96, 8.87, 3.05, 3.14, 7.61, final,
2023-08-07,14.03, 27.26, 1.63, 3.16, 3.23, 7.43, final,
2023-08-08,15.20, 20.67, 9.21, 3.14, 3.19, 7.79, final,
2023-08-09,19.92, 26.37, 2.83, 3.15, 3.2, 7.37, final,
2023-08-10,11.77, 17.15, -5.17, 3.27, 3.33, 7.56, final,
2023-08-11,12.94, 16.72, 9.84, 3.21, 3.27, 7.76, final,
2023-08-12,11.43, 20.06, 7.32, 3.39, 3.48, 8.2, final,
2023-08-13,18.57, 21.55, 6.05, 3.11, 3.17, 7.55, final,
2023-08-14,14.01, 15.36, 11.55, 3.24, 3.31, 7.86, final,
2023-08-15,7.95, 12.96, 17.67, 3.38, 3.46, 7.88, final,
2023-08-16,19.90, 19.78, 4.24, 3.05, 3.09, 7.74, final,
2023-08-17,19.29, 36.59, 1.32, 3.08, 3.14, 7.64, final,
2023-08-18,17.07, 22.06, 8.81, 3.39, 3.45, 7.71, final,
2023-08-19,19.28, 18.27, 6.38, 3.08, 3.15, 7.56, final,
2023-08-20,17.84, 20.40, -8.63, 3.19, 3.27, 7.74, final,
2023-08-21,17.14, 21.36, 3.70, 3.2, 3.29, 7.85, final,
2023-08-22,19.50, 23.56, 4.82, 3.35, 3.44, 7.64, final,
2023-08-23,19.70, 22.65, 8.24, 3.24, 3.32, 7.65, final,
2023-08-24,20.42, 16.75, 13.23, 3.39, 3.42, 7.4, final,
2023-08-25,27.78, 31.98, 1.71, 3.52, 3.57, 7.76, final,
2023-08-26,24.23, 19.96, 15.99, 3.47, 3.59, 7.81, final,
2023-08-27,17.73, 17.46, 9.33, 3.39, 3.53, 7.96, final,
2023-08-28,16.45, 21.70, 3.02, 3.29, 3.35, 7.59, final,
2023-08-29,22.64, 18.05, 5.56, 3.2, 3.26, 7.47, final,
2023-08-30,24.97, 24.06, 5.08, 3.19, 3.22, 7.43, final,
2023-08-31,23.93, 19.54, 7.39, 3.12, 3.18, 7.64, final,
2023-09-01,24.72, 23.89, 8.07, 3.29, 3.36, 7.77, final,
2023-09-02,25.70, 25.81, 8.73, 3.26, 3.26, 7.42, final,
2023-09-03,21.37, 22.87, 3.97, 3.48, 3.49, 7.39, final,
2023-09-04,16.65, 28.23, 0.88, 3.27, 3.3, 7.51, final,
2023-09-05,14.23, 29.75, -2.87, 3.39, 3.46, 8.52, final,
2023-09-06,21.73, 14.72, -20.29, 7.84, 11.48, 51.63, final,
2023-09-07,24.82, 33.42, -43.45, 112.73, 177.31, 282.66, final,
2023-09-08,22.26, 23.42, 4.53, 7.07, 10.28, 46.97, final,
2023-09-09,-58.97, -117.66, 168.31, 168.16, 278.65, 423.84, final,
2023-09-10,-4.30, 103.72, 115.79, 78.8, 156.98, 209.26, rapid,
2023-09-11,34.14, 67.41, -48.57, 54.22, 124.03, 162.72, rapid,
2023-09-20,28.54, 32.13, 13.31, 3.4, 3.44, 7.71, rapid,
2023-09-21,27.47, 25.69, 16.23, 3.33, 3.37, 7.64, rapid,
2023-09-22,25.16, 32.86, 13.92, 3.51, 3.55, 7.79, rapid,
2023-09-23,25.91, 33.97, 15.66, 3.43, 3.46, 7.94, rapid,
2023-09-24,27.80, 37.58, 19.23, 3.3, 3.37, 7.82, rapid,
2023-09-25,24.75, 32.31, 13.32, 3.92, 3.89, 7.72, rapid,
2023-09-26,31.19, 31.78, 16.19, 3.31, 3.33, 7.45, rapid,
