PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, IWAW
Station name, IWAW_KIVU_RW2022
Begin Date, 2022-08-05
End Date, 2023-09-26
Release Date, 2023-09-27
Source file, IWAW.cwu.igs14.pos
Offset from source file, -242.43 mm North, 23.82 mm East, 5.38 mm Vertical
Reference position, -1.9346042759 North Latitude, 29.1472485385 East Longitude, 1517.43602 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2023-06-08,10.33, 17.98, 4.31, 3.24, 3.33, 9.21, suppf,
2023-06-09,11.44, 12.97, 5.60, 3.3, 3.39, 9.22, suppf,
2023-06-10,17.00, 11.76, 12.15, 3.25, 3.34, 8.75, suppf,
2023-06-11,14.39, 15.35, 2.02, 3.22, 3.34, 8.8, suppf,
2023-06-12,15.01, 8.40, 9.41, 3.29, 3.44, 9.24, suppf,
2023-06-13,19.88, 15.38, 1.91, 3.22, 3.34, 8.77, suppf,
2023-06-14,22.98, 24.87, 7.73, 3.42, 3.57, 9.29, suppf,
2023-06-15,13.45, 18.34, 7.02, 3.19, 3.33, 8.76, suppf,
2023-06-16,18.76, 11.45, 8.42, 3.31, 3.4, 8.66, suppf,
2023-06-17,14.50, 15.16, 8.18, 3.1, 3.21, 8.91, suppf,
2023-06-18,18.01, 17.35, 9.37, 3.21, 3.29, 8.69, suppf,
2023-06-19,16.10, 7.87, 17.21, 3.2, 3.31, 8.66, suppf,
2023-06-20,14.67, 10.67, 14.63, 3.08, 3.18, 8.62, suppf,
2023-06-21,15.87, 10.70, 19.72, 3.22, 3.38, 9.41, suppf,
2023-06-22,15.28, 19.93, -5.13, 3.33, 3.44, 8.91, suppf,
2023-06-23,10.96, 16.15, 7.20, 3.2, 3.31, 8.81, suppf,
2023-06-24,15.02, 11.90, 17.91, 3.17, 3.34, 9.22, suppf,
2023-06-25,18.18, 16.59, 21.34, 3.27, 3.49, 9.37, final,
2023-06-26,20.81, 22.03, 10.07, 3.32, 3.44, 8.68, final,
2023-06-27,20.89, 15.47, 6.12, 3.21, 3.31, 8.49, final,
2023-06-28,17.32, 18.74, 4.51, 3.15, 3.28, 8.74, final,
2023-06-29,12.28, 18.14, -7.94, 3.32, 3.39, 8.6, final,
2023-06-30,15.90, 12.50, 15.23, 3.19, 3.32, 8.86, final,
2023-07-01,18.07, 16.45, 7.52, 3.19, 3.32, 9.01, final,
2023-07-02,16.45, 12.45, 15.39, 3.23, 3.34, 9.36, final,
2023-07-03,13.66, 16.39, 3.31, 3.22, 3.35, 8.95, final,
2023-07-04,12.35, 17.84, 10.44, 3.21, 3.32, 8.59, final,
2023-07-05,12.56, 14.58, -1.64, 3.37, 3.54, 9.24, final,
2023-07-06,15.49, 14.31, 11.20, 3.23, 3.32, 8.66, final,
2023-07-07,18.32, 21.21, 17.28, 3.17, 3.3, 9, final,
2023-07-08,22.26, 14.01, 23.09, 3.28, 3.51, 9.37, final,
2023-07-09,20.25, 13.41, 9.86, 3.23, 3.33, 8.73, final,
2023-07-10,19.41, 15.36, 9.09, 3.24, 3.39, 9.19, final,
2023-07-11,18.36, 16.12, 20.31, 3.12, 3.28, 8.86, final,
2023-07-12,18.49, 17.94, 3.32, 3.09, 3.21, 8.72, final,
2023-07-13,15.67, 19.78, 10.39, 3.24, 3.38, 9.24, final,
2023-07-14,13.93, 8.83, 9.06, 3.28, 3.42, 9.25, final,
2023-07-15,19.39, 11.62, 10.37, 3.31, 3.5, 9.17, final,
2023-07-16,18.00, 13.34, 4.86, 3.3, 3.45, 9.84, final,
2023-07-17,17.66, 9.45, 15.79, 3.27, 3.38, 9.17, final,
2023-07-18,18.41, 7.96, 19.40, 3.29, 3.49, 9.78, final,
2023-07-19,18.07, 12.27, 15.00, 3.13, 3.23, 8.45, final,
2023-07-20,21.16, 16.42, 10.22, 3.15, 3.32, 8.89, final,
2023-07-21,22.07, 12.58, 5.09, 3.12, 3.28, 8.96, final,
2023-07-22,19.10, 10.96, 19.69, 3.15, 3.33, 9, final,
2023-07-23,25.27, 13.08, 9.74, 3.16, 3.38, 9.42, final,
2023-07-24,20.25, 18.12, 6.83, 3.16, 3.37, 9.06, final,
2023-07-25,19.29, 12.90, 18.32, 3.21, 3.36, 8.94, final,
2023-07-26,16.52, 16.20, 1.22, 3.26, 3.36, 8.51, final,
2023-07-27,17.60, 14.14, -6.52, 3.31, 3.47, 9.15, final,
2023-07-28,17.53, 15.24, 11.14, 3.25, 3.37, 8.71, final,
2023-07-29,17.18, 18.85, 9.69, 3.24, 3.48, 9.74, final,
2023-07-30,17.98, 20.56, 10.15, 3.18, 3.27, 8.64, final,
2023-07-31,15.88, 11.88, 9.66, 3.19, 3.4, 9.4, final,
2023-08-01,18.26, 4.61, 16.40, 3.15, 3.27, 8.48, final,
2023-08-02,22.61, 10.75, 14.06, 3.2, 3.35, 9.18, final,
2023-08-03,23.85, 12.05, 12.54, 3.28, 3.38, 8.81, final,
2023-08-04,22.65, 10.82, 18.78, 3.15, 3.35, 9.19, final,
2023-08-05,14.85, 2.58, 19.97, 3.23, 3.36, 8.42, final,
2023-08-06,17.00, 14.47, 7.21, 3.14, 3.31, 8.98, final,
2023-08-07,15.22, 20.21, 7.33, 3.25, 3.45, 9.16, final,
2023-08-08,16.73, 18.26, 1.83, 3.25, 3.43, 9.53, final,
2023-08-09,22.22, 21.94, 2.05, 3.24, 3.35, 8.6, final,
2023-08-10,14.23, 13.46, -1.78, 3.35, 3.46, 8.81, final,
2023-08-11,15.25, 11.04, 10.71, 3.33, 3.45, 9.39, final,
2023-08-12,15.09, 13.94, 13.95, 3.51, 3.65, 9.77, final,
2023-08-13,20.94, 15.75, 15.98, 3.2, 3.29, 8.63, final,
2023-08-14,15.34, 11.73, 14.96, 3.35, 3.55, 9.67, final,
2023-08-15,11.87, 9.62, 18.85, 3.48, 3.67, 9.52, final,
2023-08-16,22.37, 14.73, 7.79, 3.11, 3.29, 9.06, final,
2023-08-17,23.36, 29.27, 5.26, 3.14, 3.26, 8.52, final,
2023-08-18,19.35, 18.09, 13.18, 3.45, 3.57, 8.68, final,
2023-08-19,19.86, 16.34, 17.76, 3.15, 3.28, 8.47, final,
2023-08-20,19.49, 14.63, 16.13, 3.25, 3.44, 9.18, final,
2023-08-21,18.62, 15.22, 6.26, 3.28, 3.41, 8.91, final,
2023-08-22,23.59, 18.92, 10.21, 3.43, 3.58, 9, final,
2023-08-23,20.69, 18.89, 3.20, 3.32, 3.51, 9.26, final,
2023-08-24,21.72, 14.38, 9.06, 3.46, 3.51, 8.37, final,
2023-08-25,28.84, 29.25, 7.55, 3.61, 3.67, 8.91, final,
2023-08-26,25.85, 16.14, 16.68, 3.55, 3.72, 9.14, final,
2023-08-27,22.62, 13.83, 14.38, 3.46, 3.65, 9.25, final,
2023-08-28,20.81, 20.05, -3.10, 3.38, 3.5, 8.79, final,
2023-08-29,24.36, 12.83, 11.68, 3.28, 3.41, 8.71, final,
2023-08-30,28.07, 16.88, 5.35, 3.25, 3.39, 8.8, final,
2023-08-31,26.76, 12.23, 17.08, 3.2, 3.34, 8.9, final,
2023-09-01,23.52, 18.07, 9.70, 3.37, 3.54, 9.06, final,
2023-09-02,28.28, 20.22, 12.33, 3.32, 3.38, 8.42, final,
2023-09-03,24.90, 14.23, 17.05, 3.55, 3.66, 8.77, final,
2023-09-04,21.07, 22.17, 1.59, 3.33, 3.41, 8.34, final,
2023-09-05,16.37, 19.87, -0.81, 3.4, 3.48, 8.69, final,
2023-09-06,21.93, 14.91, 5.83, 3.34, 3.5, 9.09, final,
2023-09-07,22.31, 15.48, 7.53, 3.38, 3.55, 9.48, final,
2023-09-08,24.37, 13.77, 13.69, 3.31, 3.5, 9.51, final,
2023-09-09,22.23, 21.26, 13.20, 3.3, 3.43, 8.99, final,
2023-09-10,22.51, 20.46, 9.68, 3.26, 3.41, 9.16, rapid,
2023-09-11,17.90, 20.04, 11.68, 3.27, 3.38, 9.26, rapid,
2023-09-12,25.44, 25.75, 18.03, 3.28, 3.41, 9.04, rapid,
2023-09-13,28.10, 16.78, 21.73, 3.27, 3.34, 8.49, rapid,
2023-09-14,27.72, 20.60, 16.84, 3.37, 3.51, 9.48, rapid,
2023-09-15,24.07, 19.44, 13.71, 3.35, 3.45, 9.2, rapid,
2023-09-16,27.76, 20.79, 16.89, 3.34, 3.44, 8.77, rapid,
2023-09-17,27.70, 22.46, 18.15, 3.49, 3.64, 9.1, rapid,
2023-09-18,28.27, 29.62, 15.88, 3.6, 3.66, 8.65, rapid,
2023-09-19,26.86, 29.17, 17.63, 3.4, 3.47, 8.52, rapid,
2023-09-20,30.59, 28.24, 12.49, 3.46, 3.57, 8.83, rapid,
2023-09-21,28.27, 16.34, 28.75, 3.38, 3.49, 8.64, rapid,
2023-09-22,25.75, 27.25, 23.78, 3.61, 3.76, 9.55, rapid,
2023-09-23,27.21, 29.32, 14.01, 3.52, 3.6, 9.1, rapid,
2023-09-24,30.32, 29.10, 15.62, 3.41, 3.58, 9.49, rapid,
2023-09-26,32.65, 24.16, 16.09, 3.41, 3.49, 8.74, rapid,
