> -L"kivu_presumed_faults_right"
29.2182860396	-1.77932377902
29.2200380128	-1.7768383047
> -L"200ft"
29.2215074097	-1.80302034831
29.2253787053	-1.79706093008
29.2268481022	-1.79386938531
29.2281196957	-1.78714735245
29.229250001	-1.78130085848
> -L"200ft"
29.2408356302	-1.85857473574
29.241852905	-1.82536093152
29.2441135156	-1.81722684469
29.2451307903	-1.81010948865
29.2472783704	-1.80107153596
> -L"200ft"
29.2589205149	-1.8905452566
29.2600508202	-1.87043665784
29.2611811255	-1.85733205357
29.2631026445	-1.84547004345
> -L"200ft"
29.1960755406	-1.93691840817
29.1973188764	-1.92776814164
29.1982796359	-1.92387079095
29.1998620633	-1.91302594221
29.2008793381	-1.90686920068
29.2012749449	-1.90477929258
29.2043832845	-1.90020407951
29.2073220783	-1.89534643261
29.2098370075	-1.89105361704
29.211108601	-1.88721266778
29.2117585265	-1.88489679722
29.2136800455	-1.87831631894
29.216336263	-1.87001301915
29.217410053	-1.86532474407
29.2181447514	-1.85679544054
29.2188229346	-1.85199415884
29.2197271789	-1.8449899128
29.2209139994	-1.83691240128
29.2215356673	-1.83228052504
29.22317461	-1.81697265388
29.2240788542	-1.80691796674
> -L"200ft"
29.178753612	-1.94722651958
29.1786405814	-1.93378360019
29.1784145204	-1.91356253791
29.1785275509	-1.89661732992
29.1752496655	-1.88181837914
29.1746845129	-1.87165108821
29.173215116	-1.86532474407
29.1721978413	-1.85334981617
29.1720848107	-1.83753374962
29.1740063297	-1.82307322331
29.1781884593	-1.81030719336
29.1810142225	-1.79765404841
29.1820314973	-1.79138393065
29.1837834705	-1.78392754647
29.1844616537	-1.78065124689
> -L"200ft"
29.1552432618	-2.02613088129
29.1588037235	-2.01641630395
29.1612338799	-2.00935625494
29.1634944905	-2.00246561767
29.1651334332	-1.99755178487
29.1653594942	-1.98653796836
29.16552904	-1.97450740795
29.1658116163	-1.96998886509
> -L"200ft"
29.1968950119	-2.07233080146
29.1974601646	-2.05041706911
29.1987035004	-2.04092855563
29.2003989583	-2.03166590513
29.2006250194	-1.99145183405
> -L"200ft"
29.2044680574	-2.05301510466
29.2051462406	-2.04646352865
29.2060504848	-2.04070263796
29.206954729	-2.03381213377
29.2075198817	-2.02714751974
29.2083110954	-2.02172544063
29.2087632175	-2.01573854057
29.2094414007	-2.00828312481
29.2096674617	-2.0055720561
> -L"200ft"
29.2106282212	-1.95705446847
29.2120976181	-1.95151919398
29.2140191371	-1.94733948484
29.2168449004	-1.94157824714
29.2179186904	-1.93852817217
29.2189359652	-1.93225855638
29.220179301	-1.92372958242
29.2208574842	-1.91520056583
> -L"200ft"
29.2071807901	-1.95242291351
29.2075198817	-1.95225346614
29.2132844387	-1.93790685993
29.2162232325	-1.93112889341
29.2167883851	-1.92491573368
29.2173535377	-1.91887200203
> -L"200ft"
29.2276675736	-2.09382064911
29.2293630315	-2.0808307631
29.2302672757	-2.07021286371
29.2332060695	-2.05315630213
29.2338842527	-2.04750839386
29.2362578938	-2.03779394511
29.2386315349	-2.02932199429
29.2401009318	-2.02559432185
> -L"200ft"
29.2415138134	-2.07845868538
29.2411747218	-2.0699304718
29.2411747218	-2.06078094662
29.2405530539	-2.05157488982
29.2397618402	-2.04383724281
29.2398748707	-2.03587364016
29.2400444165	-2.03118582728
29.2408356302	-2.02406936247
29.2419094203	-2.01627510327
29.2409486608	-2.00396235692
29.2393662333	-1.99498190094
29.2367100159	-1.98103103253
29.2350710732	-1.97278471493
29.2336581916	-1.966232817
29.2328104626	-1.96143184097
29.2326974321	-1.95369376828
> -L"200ft"
29.1924585636	-1.78463364476
29.1961320559	-1.77316657515
29.1966406932	-1.77090704565
> -L"200ft"
29.1801786627	-1.75536696917
29.1803402837	-1.75536829557
29.1805018572	-1.75537242771
29.1806633347	-1.75537936434
29.1808246673	-1.75538910338
29.1809858066	-1.75540164188
29.1811467039	-1.75541697607
29.1813073108	-1.75543510132
29.1814675787	-1.75545601217
29.1816274595	-1.75547970233
29.1817869049	-1.75550616464
29.1819458668	-1.75553539113
29.1821042974	-1.75556737299
29.1822621488	-1.75560210058
29.1824193736	-1.75563956343
29.1825759242	-1.75567975025
29.1827317536	-1.75572264893
29.1828868146	-1.75576824653
29.1830410607	-1.75581652932
29.1831944453	-1.75586748272
29.1833469222	-1.7559210914
29.1834984454	-1.75597733918
29.1836489692	-1.75603620911
29.1837984482	-1.75609768345
29.1839468375	-1.75616174366
29.1840940922	-1.75622837044
29.184240168	-1.75629754371
29.1843850209	-1.7563692426
29.1845286071	-1.75644344551
29.1846708835	-1.75652013007
29.1848118071	-1.75659927317
29.1849513354	-1.75668085095
29.1850894264	-1.75676483881
29.1852260384	-1.75685121145
29.1853611303	-1.75693994282
29.1854946614	-1.75703100619
29.1856265914	-1.75712437409
29.1857568805	-1.75722001838
29.1858854894	-1.75731791025
29.1860123795	-1.75741802016
29.1861375124	-1.75752031796
29.1862608504	-1.7576247728
29.1863823564	-1.7577313532
29.1865019937	-1.75784002703
29.1866197262	-1.75795076153
29.1867355186	-1.75806352333
29.1868493357	-1.75817827842
29.1869611435	-1.75829499223
29.1870709081	-1.75841362957
29.1871785964	-1.75853415467
29.1872841761	-1.75865653122
29.1873876152	-1.75878072231
29.1874888827	-1.75890669051
29.1875879479	-1.75903439786
29.187684781	-1.75916380586
29.1877793529	-1.75929487549
29.1878716349	-1.75942756725
29.1879615994	-1.75956184114
29.1880492191	-1.7596976567
29.1881344677	-1.75983497296
29.1882173195	-1.75997374856
29.1882977495	-1.76011394164
29.1883757334	-1.76025550996
29.1884512478	-1.76039841084
29.1885242699	-1.76054260121
29.1885947776	-1.7606880376
29.1886627498	-1.76083467617
29.1887281658	-1.76098247272
29.1887910061	-1.76113138269
29.1888512517	-1.76128136121
29.1889088843	-1.76143236306
29.1889638867	-1.76158434273
29.1890162423	-1.7617372544
29.1890659352	-1.76189105198
29.1891129505	-1.76204568911
29.1891572741	-1.76220111918
29.1891988925	-1.76235729534
29.1892377932	-1.7625141705
29.1892739645	-1.76267169739
29.1893073955	-1.76282982851
29.1893380761	-1.7629885162
29.1893659971	-1.76314771262
29.18939115	-1.7633073698
29.1894135273	-1.7634674396
29.1894331222	-1.76362787377
29.1894499288	-1.76378862395
29.1894639421	-1.76394964169
29.1894751578	-1.76411087844
29.1894835725	-1.76427228562
29.1894891837	-1.76443381455
29.1894919897	-1.76459541656
29.1894919897	-1.76475704293
29.1894891837	-1.76491864494
29.1894835725	-1.76508017388
29.1894751578	-1.76524158105
29.1894639421	-1.76540281781
29.1894499288	-1.76556383555
29.1894331222	-1.76572458573
29.1894135273	-1.7658850199
29.18939115	-1.7660450897
29.1893659971	-1.76620474687
29.1893380761	-1.7663639433
29.1893073955	-1.76652263099
29.1892739645	-1.76668076211
29.1892377932	-1.766838289
29.1891988925	-1.76699516416
29.1891572741	-1.76715134031
29.1891129505	-1.76730677038
29.1890659352	-1.76746140751
29.1890162423	-1.7676152051
29.1889638867	-1.76776811677
29.1889088843	-1.76792009643
29.1888512517	-1.76807109828
29.1887910061	-1.7682210768
29.1887281658	-1.76836998678
29.1886627498	-1.76851778333
29.1885947776	-1.7686644219
29.1885242699	-1.76880985829
29.1884512478	-1.76895404865
29.1883757334	-1.76909694953
29.1882977495	-1.76923851785
29.1882173195	-1.76937871094
29.1881344677	-1.76951748653
29.1880492191	-1.7696548028
29.1879615994	-1.76979061835
29.1878716349	-1.76992489225
29.1877793529	-1.77005758401
29.187684781	-1.77018865364
29.1875879479	-1.77031806164
29.1874888827	-1.77044576898
29.1873876152	-1.77057173719
29.1872841761	-1.77069592828
29.1871785964	-1.77081830482
29.1870709081	-1.77093882993
29.1869611435	-1.77105746727
29.1868493357	-1.77117418107
29.1867355186	-1.77128893617
29.1866197262	-1.77140169796
29.1865019937	-1.77151243247
29.1863823564	-1.77162110629
29.1862608504	-1.77172768669
29.1861375124	-1.77183214153
29.1860123795	-1.77193443933
29.1858854894	-1.77203454925
29.1857568805	-1.77213244111
29.1856265914	-1.77222808541
29.1854946614	-1.77232145331
29.1853611303	-1.77241251667
29.1852260384	-1.77250124805
29.1850894264	-1.77258762068
29.1849513354	-1.77267160855
29.1848118071	-1.77275318633
29.1846708835	-1.77283232942
29.1845286071	-1.77290901399
29.1843850209	-1.7729832169
29.184240168	-1.77305491579
29.1840940922	-1.77312408905
29.1839468375	-1.77319071583
29.1837984482	-1.77325477605
29.1836489692	-1.77331625039
29.1834984454	-1.77337512032
29.1833469222	-1.7734313681
29.1831944453	-1.77348497677
29.1830410607	-1.77353593018
29.1828868146	-1.77358421296
29.1827317536	-1.77362981056
29.1825759242	-1.77367270924
29.1824193736	-1.77371289606
29.1822621488	-1.77375035892
29.1821042974	-1.77378508651
29.1819458668	-1.77381706837
29.1817869049	-1.77384629486
29.1816274595	-1.77387275717
29.1814675787	-1.77389644732
29.1813073108	-1.77391735818
29.1811467039	-1.77393548343
29.1809858066	-1.77395081762
29.1808246673	-1.77396335612
29.1806633347	-1.77397309516
29.1805018572	-1.77398003179
29.1803402837	-1.77398416393
29.1801786627	-1.77398549033
29.1800170418	-1.77398416393
29.1798554683	-1.77398003179
29.1796939908	-1.77397309516
29.1795326581	-1.77396335612
29.1793715189	-1.77395081762
29.1792106215	-1.77393548343
29.1790500147	-1.77391735818
29.1788897467	-1.77389644732
29.178729866	-1.77387275717
29.1785704206	-1.77384629486
29.1784114587	-1.77381706837
29.1782530281	-1.77378508651
29.1780951767	-1.77375035892
29.1779379519	-1.77371289606
29.1777814013	-1.77367270924
29.1776255719	-1.77362981056
29.1774705108	-1.77358421296
29.1773162648	-1.77353593018
29.1771628802	-1.77348497677
29.1770104033	-1.7734313681
29.1768588801	-1.77337512032
29.1767083563	-1.77331625039
29.1765588773	-1.77325477605
29.176410488	-1.77319071583
29.1762632333	-1.77312408905
29.1761171575	-1.77305491579
29.1759723046	-1.7729832169
29.1758287184	-1.77290901399
29.175686442	-1.77283232942
29.1755455184	-1.77275318633
29.1754059901	-1.77267160855
29.1752678991	-1.77258762068
29.1751312871	-1.77250124805
29.1749961952	-1.77241251667
29.1748626641	-1.77232145331
29.1747307341	-1.77222808541
29.174600445	-1.77213244111
29.1744718361	-1.77203454925
29.174344946	-1.77193443933
29.1742198131	-1.77183214153
29.1740964751	-1.77172768669
29.1739749691	-1.77162110629
29.1738553318	-1.77151243247
29.1737375992	-1.77140169796
29.1736218069	-1.77128893617
29.1735079897	-1.77117418107
29.173396182	-1.77105746727
29.1732864174	-1.77093882993
29.1731787291	-1.77081830482
29.1730731494	-1.77069592828
29.1729697103	-1.77057173719
29.1728684428	-1.77044576898
29.1727693776	-1.77031806164
29.1726725445	-1.77018865364
29.1725779726	-1.77005758401
29.1724856906	-1.76992489225
29.1723957261	-1.76979061835
29.1723081064	-1.7696548028
29.1722228577	-1.76951748653
29.172140006	-1.76937871094
29.172059576	-1.76923851785
29.1719815921	-1.76909694953
29.1719060777	-1.76895404865
29.1718330556	-1.76880985829
29.1717625479	-1.7686644219
29.1716945757	-1.76851778333
29.1716291597	-1.76836998678
29.1715663194	-1.7682210768
29.1715060738	-1.76807109828
29.1714484411	-1.76792009643
29.1713934387	-1.76776811677
29.1713410832	-1.7676152051
29.1712913903	-1.76746140751
29.1712443749	-1.76730677038
29.1712000514	-1.76715134031
29.171158433	-1.76699516416
29.1711195323	-1.766838289
29.1710833609	-1.76668076211
29.1710499299	-1.76652263099
29.1710192493	-1.7663639433
29.1709913284	-1.76620474687
29.1709661754	-1.7660450897
29.1709437982	-1.7658850199
29.1709242033	-1.76572458573
29.1709073967	-1.76556383555
29.1708933834	-1.76540281781
29.1708821677	-1.76524158105
29.170873753	-1.76508017388
29.1708681418	-1.76491864494
29.1708653358	-1.76475704293
29.1708653358	-1.76459541656
29.1708681418	-1.76443381455
29.170873753	-1.76427228562
29.1708821677	-1.76411087844
29.1708933834	-1.76394964169
29.1709073967	-1.76378862395
29.1709242033	-1.76362787377
29.1709437982	-1.7634674396
29.1709661754	-1.7633073698
29.1709913284	-1.76314771262
29.1710192493	-1.7629885162
29.1710499299	-1.76282982851
29.1710833609	-1.76267169739
29.1711195323	-1.7625141705
29.171158433	-1.76235729534
29.1712000514	-1.76220111918
29.1712443749	-1.76204568911
29.1712913903	-1.76189105198
29.1713410832	-1.7617372544
29.1713934387	-1.76158434273
29.1714484411	-1.76143236306
29.1715060738	-1.76128136121
29.1715663194	-1.76113138269
29.1716291597	-1.76098247272
29.1716945757	-1.76083467617
29.1717625479	-1.7606880376
29.1718330556	-1.76054260121
29.1719060777	-1.76039841084
29.1719815921	-1.76025550996
29.172059576	-1.76011394164
29.172140006	-1.75997374856
29.1722228577	-1.75983497296
29.1723081064	-1.7596976567
29.1723957261	-1.75956184114
29.1724856906	-1.75942756725
29.1725779726	-1.75929487549
29.1726725445	-1.75916380586
29.1727693776	-1.75903439786
29.1728684428	-1.75890669051
29.1729697103	-1.75878072231
29.1730731494	-1.75865653122
29.1731787291	-1.75853415467
29.1732864174	-1.75841362957
29.173396182	-1.75829499223
29.1735079897	-1.75817827842
29.1736218069	-1.75806352333
29.1737375992	-1.75795076153
29.1738553318	-1.75784002703
29.1739749691	-1.7577313532
29.1740964751	-1.7576247728
29.1742198131	-1.75752031796
29.174344946	-1.75741802016
29.1744718361	-1.75731791025
29.174600445	-1.75722001838
29.1747307341	-1.75712437409
29.1748626641	-1.75703100619
29.1749961952	-1.75693994282
29.1751312871	-1.75685121145
29.1752678991	-1.75676483881
29.1754059901	-1.75668085095
29.1755455184	-1.75659927317
29.175686442	-1.75652013007
29.1758287184	-1.75644344551
29.1759723046	-1.7563692426
29.1761171575	-1.75629754371
29.1762632333	-1.75622837044
29.176410488	-1.75616174366
29.1765588773	-1.75609768345
29.1767083563	-1.75603620911
29.1768588801	-1.75597733918
29.1770104033	-1.7559210914
29.1771628802	-1.75586748272
29.1773162648	-1.75581652932
29.1774705108	-1.75576824653
29.1776255719	-1.75572264893
29.1777814013	-1.75567975025
29.1779379519	-1.75563956343
29.1780951767	-1.75560210058
29.1782530281	-1.75556737299
29.1784114587	-1.75553539113
29.1785704206	-1.75550616464
29.178729866	-1.75547970233
29.1788897467	-1.75545601217
29.1790500147	-1.75543510132
29.1792106215	-1.75541697607
29.1793715189	-1.75540164188
29.1795326581	-1.75538910338
29.1796939908	-1.75537936434
29.1798554683	-1.75537242771
29.1800170418	-1.75536829557
29.1801786627	-1.75536696917
> -L"200ft"
29.2014053558	-1.74864876816
29.2015652974	-1.74865008136
29.2017251921	-1.74865417114
29.2018849916	-1.74866103626
29.2020446479	-1.74867067466
29.2022041128	-1.74868308343
29.2023633383	-1.74869825884
29.2025222762	-1.7487161963
29.2026808788	-1.74873689041
29.2028390983	-1.74876033493
29.2029968868	-1.7487865228
29.203154197	-1.74881544611
29.2033109812	-1.74884709616
29.2034671924	-1.7488814634
29.2036227833	-1.74891853748
29.2037777072	-1.74895830721
29.2039319172	-1.74900076061
29.204085367	-1.74904588488
29.2042380103	-1.74909366643
29.2043898009	-1.74914409084
29.2045406933	-1.74919714292
29.2046906419	-1.74925280667
29.2048396015	-1.74931106532
29.2049875272	-1.74937190131
29.2051343744	-1.7494352963
29.2052800989	-1.74950123117
29.2054246567	-1.74956968606
29.2055680043	-1.74964064033
29.2057100984	-1.74971407258
29.2058508962	-1.7497899607
29.2059903553	-1.74986828179
29.2061284337	-1.74994901226
29.2062650896	-1.75003212776
29.206400282	-1.75011760325
29.20653397	-1.75020541296
29.2066661134	-1.75029553041
29.2067966723	-1.75038792845
29.2069256074	-1.75048257923
29.2070528799	-1.7505794542
29.2071784512	-1.75067852418
29.2073022837	-1.75077975929
29.20742434	-1.75088312903
29.2075445832	-1.75098860223
29.2076629772	-1.7510961471
29.2077794862	-1.75120573122
29.2078940752	-1.75131732156
29.2080067095	-1.75143088448
29.2081173553	-1.75154638575
29.2082259792	-1.75166379056
29.2083325484	-1.75178306352
29.2084370308	-1.75190416866
29.2085393949	-1.7520270695
29.2086396099	-1.75215172897
29.2087376456	-1.75227810951
29.2088334724	-1.75240617301
29.2089270614	-1.75253588089
29.2090183844	-1.75266719403
29.2091074139	-1.75280007285
29.209194123	-1.75293447731
29.2092784857	-1.75307036688
29.2093604764	-1.75320770061
29.2094400705	-1.7533464371
29.209517244	-1.75348653453
29.2095919735	-1.75362795066
29.2096642367	-1.75377064288
29.2097340117	-1.75391456816
29.2098012774	-1.75405968313
29.2098660136	-1.75420594404
29.2099282008	-1.75435330681
29.2099878202	-1.75450172701
29.2100448539	-1.7546511599
29.2100992847	-1.75480156045
29.2101510961	-1.75495288331
29.2102002726	-1.75510508287
29.2102467993	-1.75525811326
29.2102906622	-1.75541192834
29.2103318481	-1.75556648175
29.2103703445	-1.7557217269
29.2104061399	-1.755877617
29.2104392235	-1.75603410505
29.2104695852	-1.75619114389
29.210497216	-1.75634868618
29.2105221075	-1.75650668442
29.2105442522	-1.756665091
29.2105636435	-1.75682385817
29.2105802754	-1.75698293806
29.210594143	-1.75714228272
29.2106052421	-1.75730184413
29.2106135694	-1.75746157418
29.2106191223	-1.75762142473
29.2106218992	-1.75778134759
29.2106218992	-1.75794129456
29.2106191223	-1.75810121742
29.2106135694	-1.75826106797
29.2106052421	-1.75842079802
29.210594143	-1.75858035943
29.2105802754	-1.75873970409
29.2105636435	-1.75889878398
29.2105442522	-1.75905755114
29.2105221075	-1.75921595772
29.210497216	-1.75937395597
29.2104695852	-1.75953149825
29.2104392235	-1.75968853709
29.2104061399	-1.75984502515
29.2103703445	-1.76000091524
29.2103318481	-1.7601561604
29.2102906622	-1.76031071381
29.2102467993	-1.76046452889
29.2102002726	-1.76061755927
29.2101510961	-1.76076975884
29.2100992847	-1.7609210817
29.2100448539	-1.76107148224
29.2099878202	-1.76122091514
29.2099282008	-1.76136933534
29.2098660136	-1.7615166981
29.2098012774	-1.76166295901
29.2097340117	-1.76180807398
29.2096642367	-1.76195199927
29.2095919735	-1.76209469148
29.209517244	-1.76223610762
29.2094400705	-1.76237620505
29.2093604764	-1.76251494153
29.2092784857	-1.76265227526
29.209194123	-1.76278816484
29.2091074139	-1.76292256929
29.2090183844	-1.76305544812
29.2089270614	-1.76318676126
29.2088334724	-1.76331646913
29.2087376456	-1.76344453264
29.2086396099	-1.76357091318
29.2085393949	-1.76369557265
29.2084370308	-1.76381847348
29.2083325484	-1.76393957863
29.2082259792	-1.76405885158
29.2081173553	-1.76417625639
29.2080067095	-1.76429175767
29.2078940752	-1.76440532059
29.2077794862	-1.76451691093
29.2076629772	-1.76462649505
29.2075445832	-1.76473403992
29.20742434	-1.76483951312
29.2073022837	-1.76494288285
29.2071784512	-1.76504411797
29.2070528799	-1.76514318794
29.2069256074	-1.76524006292
29.2067966723	-1.76533471369
29.2066661134	-1.76542711173
29.20653397	-1.76551722919
29.206400282	-1.76560503889
29.2062650896	-1.76569051438
29.2061284337	-1.76577362989
29.2059903553	-1.76585436035
29.2058508962	-1.76593268145
29.2057100984	-1.76600856956
29.2055680043	-1.76608200182
29.2054246567	-1.76615295609
29.2052800989	-1.76622141098
29.2051343744	-1.76628734585
29.2049875272	-1.76635074084
29.2048396015	-1.76641157682
29.2046906419	-1.76646983548
29.2045406933	-1.76652549923
29.2043898009	-1.76657855131
29.2042380103	-1.76662897572
29.204085367	-1.76667675726
29.2039319172	-1.76672188154
29.2037777072	-1.76676433494
29.2036227833	-1.76680410467
29.2034671924	-1.76684117874
29.2033109812	-1.76687554598
29.203154197	-1.76690719603
29.2029968868	-1.76693611935
29.2028390983	-1.76696230722
29.2026808788	-1.76698575174
29.2025222762	-1.76700644585
29.2023633383	-1.76702438331
29.2022041128	-1.76703955871
29.2020446479	-1.76705196748
29.2018849916	-1.76706160589
29.2017251921	-1.76706847101
29.2015652974	-1.76707256079
29.2014053558	-1.76707387399
29.2012454142	-1.76707256079
29.2010855196	-1.76706847101
29.20092572	-1.76706160589
29.2007660637	-1.76705196748
29.2006065988	-1.76703955871
29.2004473733	-1.76702438331
29.2002884354	-1.76700644585
29.2001298328	-1.76698575174
29.1999716133	-1.76696230722
29.1998138248	-1.76693611935
29.1996565147	-1.76690719603
29.1994997304	-1.76687554598
29.1993435192	-1.76684117874
29.1991879283	-1.76680410467
29.1990330044	-1.76676433494
29.1988787944	-1.76672188154
29.1987253446	-1.76667675726
29.1985727014	-1.76662897572
29.1984209107	-1.76657855131
29.1982700183	-1.76652549923
29.1981200697	-1.76646983548
29.1979711101	-1.76641157682
29.1978231844	-1.76635074084
29.1976763372	-1.76628734585
29.1975306127	-1.76622141098
29.1973860549	-1.76615295609
29.1972427073	-1.76608200182
29.1971006132	-1.76600856956
29.1969598154	-1.76593268145
29.1968203563	-1.76585436035
29.196682278	-1.76577362989
29.196545622	-1.76569051438
29.1964104297	-1.76560503889
29.1962767416	-1.76551722919
29.1961445982	-1.76542711173
29.1960140393	-1.76533471369
29.1958851042	-1.76524006292
29.1957578318	-1.76514318794
29.1956322604	-1.76504411797
29.1955084279	-1.76494288285
29.1953863716	-1.76483951312
29.1952661284	-1.76473403992
29.1951477344	-1.76462649505
29.1950312254	-1.76451691093
29.1949166364	-1.76440532059
29.1948040021	-1.76429175767
29.1946933563	-1.76417625639
29.1945847325	-1.76405885158
29.1944781632	-1.76393957863
29.1943736808	-1.76381847348
29.1942713167	-1.76369557265
29.1941711017	-1.76357091318
29.194073066	-1.76344453264
29.1939772392	-1.76331646913
29.1938836502	-1.76318676126
29.1937923272	-1.76305544812
29.1937032977	-1.76292256929
29.1936165886	-1.76278816484
29.1935322259	-1.76265227526
29.1934502352	-1.76251494153
29.1933706411	-1.76237620505
29.1932934677	-1.76223610762
29.1932187381	-1.76209469148
29.1931464749	-1.76195199927
29.1930767	-1.76180807398
29.1930094342	-1.76166295901
29.192944698	-1.7615166981
29.1928825108	-1.76136933534
29.1928228914	-1.76122091514
29.1927658577	-1.76107148224
29.1927114269	-1.7609210817
29.1926596155	-1.76076975884
29.192610439	-1.76061755927
29.1925639123	-1.76046452889
29.1925200494	-1.76031071381
29.1924788635	-1.7601561604
29.1924403671	-1.76000091524
29.1924045717	-1.75984502515
29.1923714882	-1.75968853709
29.1923411264	-1.75953149825
29.1923134956	-1.75937395597
29.1922886041	-1.75921595772
29.1922664594	-1.75905755114
29.1922470681	-1.75889878398
29.1922304362	-1.75873970409
29.1922165686	-1.75858035943
29.1922054695	-1.75842079802
29.1921971422	-1.75826106797
29.1921915893	-1.75810121742
29.1921888124	-1.75794129456
29.1921888124	-1.75778134759
29.1921915893	-1.75762142473
29.1921971422	-1.75746157418
29.1922054695	-1.75730184413
29.1922165686	-1.75714228272
29.1922304362	-1.75698293806
29.1922470681	-1.75682385817
29.1922664594	-1.756665091
29.1922886041	-1.75650668442
29.1923134956	-1.75634868618
29.1923411264	-1.75619114389
29.1923714882	-1.75603410505
29.1924045717	-1.755877617
29.1924403671	-1.7557217269
29.1924788635	-1.75556648175
29.1925200494	-1.75541192834
29.1925639123	-1.75525811326
29.192610439	-1.75510508287
29.1926596155	-1.75495288331
29.1927114269	-1.75480156045
29.1927658577	-1.7546511599
29.1928228914	-1.75450172701
29.1928825108	-1.75435330681
29.192944698	-1.75420594404
29.1930094342	-1.75405968313
29.1930767	-1.75391456816
29.1931464749	-1.75377064288
29.1932187381	-1.75362795066
29.1932934677	-1.75348653453
29.1933706411	-1.7533464371
29.1934502352	-1.75320770061
29.1935322259	-1.75307036688
29.1936165886	-1.75293447731
29.1937032977	-1.75280007285
29.1937923272	-1.75266719403
29.1938836502	-1.75253588089
29.1939772392	-1.75240617301
29.194073066	-1.75227810951
29.1941711017	-1.75215172897
29.1942713167	-1.7520270695
29.1943736808	-1.75190416866
29.1944781632	-1.75178306352
29.1945847325	-1.75166379056
29.1946933563	-1.75154638575
29.1948040021	-1.75143088448
29.1949166364	-1.75131732156
29.1950312254	-1.75120573122
29.1951477344	-1.7510961471
29.1952661284	-1.75098860223
29.1953863716	-1.75088312903
29.1955084279	-1.75077975929
29.1956322604	-1.75067852418
29.1957578318	-1.7505794542
29.1958851042	-1.75048257923
29.1960140393	-1.75038792845
29.1961445982	-1.75029553041
29.1962767416	-1.75020541296
29.1964104297	-1.75011760325
29.196545622	-1.75003212776
29.196682278	-1.74994901226
29.1968203563	-1.74986828179
29.1969598154	-1.7497899607
29.1971006132	-1.74971407258
29.1972427073	-1.74964064033
29.1973860549	-1.74956968606
29.1975306127	-1.74950123117
29.1976763372	-1.7494352963
29.1978231844	-1.74937190131
29.1979711101	-1.74931106532
29.1981200697	-1.74925280667
29.1982700183	-1.74919714292
29.1984209107	-1.74914409084
29.1985727014	-1.74909366643
29.1987253446	-1.74904588488
29.1988787944	-1.74900076061
29.1990330044	-1.74895830721
29.1991879283	-1.74891853748
29.1993435192	-1.7488814634
29.1994997304	-1.74884709616
29.1996565147	-1.74881544611
29.1998138248	-1.7487865228
29.1999716133	-1.74876033493
29.2001298328	-1.74873689041
29.2002884354	-1.7487161963
29.2004473733	-1.74869825884
29.2006065988	-1.74868308343
29.2007660637	-1.74867067466
29.20092572	-1.74866103626
29.2010855196	-1.74865417114
29.2012454142	-1.74865008136
29.2014053558	-1.74864876816
> -L"200ft"
29.2220155076	-1.75652554517
29.2221778844	-1.75652687767
29.2223402136	-1.75653102903
29.2225024463	-1.756537998
29.2226645335	-1.75654778248
29.2228264264	-1.75656037953
29.2229880763	-1.75657578533
29.2231494343	-1.75659399526
29.2233104518	-1.75661500382
29.2234710803	-1.75663880467
29.2236312714	-1.75666539065
29.2237909769	-1.75669475374
29.2239501484	-1.75672688509
29.2241087381	-1.75676177501
29.2242666982	-1.75679941299
29.224423981	-1.75683978768
29.2245805392	-1.75688288691
29.2247363256	-1.75692869768
29.2248912931	-1.7569772062
29.2250453951	-1.75702839783
29.2251985851	-1.75708225715
29.2253508169	-1.75713876793
29.2255020447	-1.75719791311
29.2256522229	-1.75725967489
29.2258013062	-1.75732403464
29.2259492497	-1.75739097296
29.2260960087	-1.75746046967
29.2262415391	-1.75753250383
29.2263857969	-1.75760705372
29.2265287387	-1.75768409687
29.2266703214	-1.75776361005
29.2268105023	-1.7578455693
29.2269492392	-1.75792994991
29.2270864902	-1.75801672645
29.227222214	-1.75810587276
29.2273563696	-1.75819736197
29.2274889166	-1.75829116649
29.2276198151	-1.75838725806
29.2277490256	-1.75848560771
29.2278765092	-1.75858618579
29.2280022274	-1.75868896198
29.2281261423	-1.75879390531
29.2282482166	-1.75890098413
29.2283684134	-1.75901016618
29.2284866967	-1.75912141854
29.2286030306	-1.75923470767
29.2287173801	-1.75934999944
29.2288297108	-1.75946725907
29.2289399888	-1.75958645123
29.2290481808	-1.75970753999
29.2291542543	-1.75983048885
29.2292581773	-1.75995526075
29.2293599184	-1.76008181807
29.2294594469	-1.76021012267
29.229556733	-1.76034013587
29.2296517472	-1.76047181849
29.2297444609	-1.76060513082
29.2298348461	-1.76074003268
29.2299228757	-1.76087648341
29.230008523	-1.76101444188
29.2300917623	-1.7611538665
29.2301725685	-1.76129471524
29.2302509172	-1.76143694565
29.2303267848	-1.76158051485
29.2304001484	-1.76172537958
29.2304709859	-1.76187149615
29.230539276	-1.76201882052
29.230604998	-1.76216730829
29.2306681322	-1.7623169147
29.2307286596	-1.76246759465
29.2307865618	-1.76261930272
29.2308418215	-1.76277199318
29.2308944219	-1.76292562
29.2309443473	-1.76308013688
29.2309915825	-1.76323549723
29.2310361134	-1.76339165423
29.2310779264	-1.76354856081
29.2311170091	-1.76370616966
29.2311533496	-1.76386443329
29.231186937	-1.76402330397
29.2312177611	-1.76418273383
29.2312458127	-1.76434267481
29.2312710832	-1.76450307869
29.2312935652	-1.76466389712
29.2313132517	-1.76482508163
29.231330137	-1.76498658363
29.2313442158	-1.76514835444
