> -L"kivu_presumed_faults_right"
29.2313554839	-1.76531034529
29.231363938	-1.76547250735
29.2313695754	-1.76563479175
29.2313723946	-1.76579714956
29.2313723946	-1.76595953185
29.2313695754	-1.76612188966
29.231363938	-1.76628417405
29.2313554839	-1.76644633612
29.2313442158	-1.76660832697
29.231330137	-1.76677009778
29.2313132517	-1.76693159978
29.2312935652	-1.76709278428
29.2312710832	-1.76725360272
29.2312458127	-1.7674140066
29.2312177611	-1.76757394758
29.231186937	-1.76773337744
29.2311533496	-1.76789224812
29.2311170091	-1.76805051175
29.2310779264	-1.7682081206
29.2310361134	-1.76836502718
29.2309915825	-1.76852118418
29.2309443473	-1.76867654453
29.2308944219	-1.76883106141
29.2308418215	-1.76898468823
29.2307865618	-1.76913737869
29.2307286596	-1.76928908676
29.2306681322	-1.76943976671
29.230604998	-1.76958937311
29.230539276	-1.76973786089
29.2304709859	-1.76988518526
29.2304001484	-1.77003130183
29.2303267848	-1.77017616655
29.2302509172	-1.77031973576
29.2301725685	-1.77046196617
29.2300917623	-1.77060281491
29.230008523	-1.77074223953
29.2299228757	-1.770880198
29.2298348461	-1.77101664873
29.2297444609	-1.77115155059
29.2296517472	-1.77128486292
29.229556733	-1.77141654553
29.2294594469	-1.77154655874
29.2293599184	-1.77167486334
29.2292581773	-1.77180142066
29.2291542543	-1.77192619255
29.2290481808	-1.77204914141
29.2289399888	-1.77217023017
29.2288297108	-1.77228942234
29.2287173801	-1.77240668197
29.2286030306	-1.77252197373
29.2284866967	-1.77263526287
29.2283684134	-1.77274651523
29.2282482166	-1.77285569728
29.2281261423	-1.7729627761
29.2280022274	-1.77306771943
29.2278765092	-1.77317049562
29.2277490256	-1.7732710737
29.2276198151	-1.77336942335
29.2274889166	-1.77346551491
29.2273563696	-1.77355931944
29.227222214	-1.77365080865
29.2270864902	-1.77373995495
29.2269492392	-1.77382673149
29.2268105023	-1.77391111211
29.2266703214	-1.77399307136
29.2265287387	-1.77407258454
29.2263857969	-1.77414962769
29.2262415391	-1.77422417758
29.2260960087	-1.77429621174
29.2259492497	-1.77436570845
29.2258013062	-1.77443264677
29.2256522229	-1.77449700652
29.2255020447	-1.77455876829
29.2253508169	-1.77461791348
29.2251985851	-1.77467442425
29.2250453951	-1.77472828357
29.2248912931	-1.77477947521
29.2247363256	-1.77482798373
29.2245805392	-1.7748737945
29.224423981	-1.77491689373
29.2242666982	-1.77495726842
29.2241087381	-1.7749949064
29.2239501484	-1.77502979632
29.2237909769	-1.77506192766
29.2236312714	-1.77509129075
29.2234710803	-1.77511787673
29.2233104518	-1.77514167759
29.2231494343	-1.77516268615
29.2229880763	-1.77518089608
29.2228264264	-1.77519630188
29.2226645335	-1.77520889893
29.2225024463	-1.77521868341
29.2223402136	-1.77522565238
29.2221778844	-1.77522980374
29.2220155076	-1.77523113624
29.2218531308	-1.77522980374
29.2216908015	-1.77522565238
29.2215285689	-1.77521868341
29.2213664816	-1.77520889893
29.2212045887	-1.77519630188
29.2210429389	-1.77518089608
29.2208815809	-1.77516268615
29.2207205633	-1.77514167759
29.2205599348	-1.77511787673
29.2203997437	-1.77509129075
29.2202400383	-1.77506192766
29.2200808667	-1.77502979632
29.219922277	-1.7749949064
29.2197643169	-1.77495726842
29.2196070341	-1.77491689373
29.2194504759	-1.7748737945
29.2192946896	-1.77482798373
29.2191397221	-1.77477947521
29.2189856201	-1.77472828357
29.2188324301	-1.77467442425
29.2186801982	-1.77461791348
29.2185289704	-1.77455876829
29.2183787922	-1.77449700652
29.2182297089	-1.77443264677
29.2180817654	-1.77436570845
29.2179350064	-1.77429621174
29.2177894761	-1.77422417758
29.2176452182	-1.77414962769
29.2175022764	-1.77407258454
29.2173606937	-1.77399307136
29.2172205128	-1.77391111211
29.2170817759	-1.77382673149
29.2169445249	-1.77373995495
29.2168088012	-1.77365080865
29.2166746455	-1.77355931944
29.2165420985	-1.77346551491
29.2164112	-1.77336942335
29.2162819895	-1.7732710737
29.216154506	-1.77317049562
29.2160287878	-1.77306771943
29.2159048729	-1.7729627761
29.2157827986	-1.77285569728
29.2156626017	-1.77274651523
29.2155443185	-1.77263526287
29.2154279846	-1.77252197373
29.215313635	-1.77240668197
29.2152013044	-1.77228942234
29.2150910264	-1.77217023017
29.2149828343	-1.77204914141
29.2148767608	-1.77192619255
29.2147728379	-1.77180142066
29.2146710968	-1.77167486334
29.2145715682	-1.77154655874
29.2144742822	-1.77141654553
29.214379268	-1.77128486292
29.2142865543	-1.77115155059
29.214196169	-1.77101664873
29.2141081395	-1.770880198
29.2140224921	-1.77074223953
29.2139392528	-1.77060281491
29.2138584466	-1.77046196617
29.213780098	-1.77031973576
29.2137042304	-1.77017616655
29.2136308668	-1.77003130183
29.2135600292	-1.76988518526
29.2134917392	-1.76973786089
29.2134260171	-1.76958937311
29.2133628829	-1.76943976671
29.2133023556	-1.76928908676
29.2132444533	-1.76913737869
29.2131891937	-1.76898468823
29.2131365932	-1.76883106141
29.2130866679	-1.76867654453
29.2130394326	-1.76852118418
29.2129949018	-1.76836502718
29.2129530887	-1.7682081206
29.212914006	-1.76805051175
29.2128776655	-1.76789224812
29.2128440782	-1.76773337744
29.212813254	-1.76757394758
29.2127852025	-1.7674140066
29.2127599319	-1.76725360272
29.21273745	-1.76709278428
29.2127177634	-1.76693159978
29.2127008782	-1.76677009778
29.2126867994	-1.76660832697
29.2126755313	-1.76644633612
29.2126670772	-1.76628417405
29.2126614397	-1.76612188966
29.2126586206	-1.76595953185
29.2126586206	-1.76579714956
29.2126614397	-1.76563479175
29.2126670772	-1.76547250735
29.2126755313	-1.76531034529
29.2126867994	-1.76514835444
29.2127008782	-1.76498658363
29.2127177634	-1.76482508163
29.21273745	-1.76466389712
29.2127599319	-1.76450307869
29.2127852025	-1.76434267481
29.212813254	-1.76418273383
29.2128440782	-1.76402330397
29.2128776655	-1.76386443329
29.212914006	-1.76370616966
29.2129530887	-1.76354856081
29.2129949018	-1.76339165423
29.2130394326	-1.76323549723
29.2130866679	-1.76308013688
29.2131365932	-1.76292562
29.2131891937	-1.76277199318
29.2132444533	-1.76261930272
29.2133023556	-1.76246759465
29.2133628829	-1.7623169147
29.2134260171	-1.76216730829
29.2134917392	-1.76201882052
29.2135600292	-1.76187149615
29.2136308668	-1.76172537958
29.2137042304	-1.76158051485
29.213780098	-1.76143694565
29.2138584466	-1.76129471524
29.2139392528	-1.7611538665
29.2140224921	-1.76101444188
29.2141081395	-1.76087648341
29.214196169	-1.76074003268
29.2142865543	-1.76060513082
29.214379268	-1.76047181849
29.2144742822	-1.76034013587
29.2145715682	-1.76021012267
29.2146710968	-1.76008181807
29.2147728379	-1.75995526075
29.2148767608	-1.75983048885
29.2149828343	-1.75970753999
29.2150910264	-1.75958645123
29.2152013044	-1.75946725907
29.215313635	-1.75934999944
29.2154279846	-1.75923470767
29.2155443185	-1.75912141854
29.2156626017	-1.75901016618
29.2157827986	-1.75890098413
29.2159048729	-1.75879390531
29.2160287878	-1.75868896198
29.216154506	-1.75858618579
29.2162819895	-1.75848560771
29.2164112	-1.75838725806
29.2165420985	-1.75829116649
29.2166746455	-1.75819736197
29.2168088012	-1.75810587276
29.2169445249	-1.75801672645
29.2170817759	-1.75792994991
29.2172205128	-1.7578455693
29.2173606937	-1.75776361005
29.2175022764	-1.75768409687
29.2176452182	-1.75760705372
29.2177894761	-1.75753250383
29.2179350064	-1.75746046967
29.2180817654	-1.75739097296
29.2182297089	-1.75732403464
29.2183787922	-1.75725967489
29.2185289704	-1.75719791311
29.2186801982	-1.75713876793
29.2188324301	-1.75708225715
29.2189856201	-1.75702839783
29.2191397221	-1.7569772062
29.2192946896	-1.75692869768
29.2194504759	-1.75688288691
29.2196070341	-1.75683978768
29.2197643169	-1.75679941299
29.219922277	-1.75676177501
29.2200808667	-1.75672688509
29.2202400383	-1.75669475374
29.2203997437	-1.75666539065
29.2205599348	-1.75663880467
29.2207205633	-1.75661500382
29.2208815809	-1.75659399526
29.2210429389	-1.75657578533
29.2212045887	-1.75656037953
29.2213664816	-1.75654778248
29.2215285689	-1.756537998
29.2216908015	-1.75653102903
29.2218531308	-1.75652687767
29.2220155076	-1.75652554517
> -L"200ft"
29.1949169777	-1.90435566225
29.196273344	-1.89046052984
29.2003424431	-1.8801803196
29.2038463895	-1.87012598948
29.2053157864	-1.86425152272
29.2054288169	-1.8640255813
29.2067851832	-1.8572473252
29.2085936717	-1.85092092939
29.2113064044	-1.84572423022
29.2137930761	-1.84097940466
29.2176361141	-1.83273241593
29.2195576331	-1.82787458286
29.2200662704	-1.82098321574
29.221253091	-1.81488263924
29.2235702169	-1.81013773218
29.2237397627	-1.80691796674
29.2255482511	-1.80330278471
29.2274697701	-1.80076085554
29.2302390181	-1.79810594796
29.2315388692	-1.79550752403
29.232782205	-1.79273963361
29.233855995	-1.79025417742
> -L"200ft"
29.2673412894	-2.05558489655
29.2681325031	-2.04462795298
29.2681325031	-2.03785042464
29.2677934115	-2.02610264132
29.2692628084	-2.01378996929
29.2703931137	-1.99605503977
29.2667761367	-1.97798102943
29.2613506713	-1.96521614087
29.2603899118	-1.95990682217
29.2598247592	-1.95504934564
29.2597682439	-1.94940109943
29.2605594576	-1.94375283427
29.261294156	-1.94217131664
> -L"200ft"
29.1542206888	-1.67975265658
29.1543875154	-1.67975403228
29.154554293	-1.67975830401
29.1547209713	-1.67976547049
29.1548875001	-1.67977552956
29.1550538291	-1.67978847819
29.1552199083	-1.67980431247
29.1553856875	-1.67982302763
29.1555511169	-1.67984461803
29.1557161464	-1.67986907716
29.1558807265	-1.67989639765
29.1560448075	-1.67992657126
29.1562083399	-1.6799595889
29.1563712745	-1.67999544062
29.1565335621	-1.68003411561
29.1566951538	-1.68007560222
29.1568560009	-1.68011988793
29.1570160549	-1.6801669594
29.1571752676	-1.68021680244
29.157333591	-1.68026940203
29.1574909774	-1.68032474232
29.1576473792	-1.68038280661
29.1578027495	-1.68044357742
29.1579570414	-1.68050703642
29.1581102082	-1.68057316448
29.158262204	-1.68064194168
29.1584129828	-1.68071334728
29.1585624993	-1.68078735976
29.1587107083	-1.68086395681
29.1588575652	-1.68094311534
29.1590030256	-1.68102481149
29.1591470459	-1.68110902064
29.1592895825	-1.68119571741
29.1594305925	-1.68128487566
29.1595700334	-1.68137646852
29.1597078632	-1.68147046838
29.1598440402	-1.68156684691
29.1599785236	-1.68166557505
29.1601112726	-1.68176662306
29.1602422474	-1.68186996046
29.1603714084	-1.68197555612
29.1604987168	-1.6820833782
29.1606241341	-1.68219339421
29.1607476225	-1.68230557097
29.1608691448	-1.68241987469
29.1609886644	-1.68253627091
29.1611061453	-1.68265472454
29.161221552	-1.68277519988
29.1613348497	-1.68289766062
29.1614460044	-1.68302206984
29.1615549825	-1.68314839004
29.1616617511	-1.68327658315
29.1617662781	-1.68340661053
29.161868532	-1.68353843299
29.1619684819	-1.68367201079
29.1620660977	-1.68380730367
29.1621613501	-1.68394427084
29.1622542102	-1.68408287103
29.1623446501	-1.68422306246
29.1624326426	-1.68436480287
29.162518161	-1.68450804953
29.1626011797	-1.68465275928
29.1626816736	-1.68479888848
29.1627596185	-1.6849463931
29.1628349908	-1.68509522868
29.1629077679	-1.68524535035
29.1629779277	-1.68539671286
29.1630454492	-1.68554927059
29.163110312	-1.68570297756
29.1631724966	-1.68585778743
29.1632319841	-1.68601365354
29.1632887568	-1.68617052892
29.1633427974	-1.68632836627
29.1633940896	-1.68648711801
29.1634426181	-1.68664673631
29.1634883682	-1.68680717305
29.163531326	-1.68696837986
29.1635714787	-1.68713030816
29.1636088142	-1.68729290914
29.1636433211	-1.68745613379
29.1636749892	-1.68761993291
29.1637038087	-1.68778425712
29.1637297712	-1.6879490569
29.1637528686	-1.68811428256
29.1637730942	-1.68827988432
29.1637904417	-1.68844581225
29.1638049059	-1.68861201635
29.1638164826	-1.6887784465
29.1638251681	-1.68894505255
29.1638309599	-1.68911178428
29.1638338563	-1.68927859143
29.1638338563	-1.68944542373
29.1638309599	-1.68961223088
29.1638251681	-1.68977896261
29.1638164826	-1.68994556866
29.1638049059	-1.69011199881
29.1637904417	-1.6902782029
29.1637730942	-1.69044413084
29.1637528686	-1.69060973259
29.1637297712	-1.69077495826
29.1637038087	-1.69093975804
29.1636749892	-1.69110408225
29.1636433211	-1.69126788137
29.1636088142	-1.69143110602
29.1635714787	-1.691593707
29.163531326	-1.6917556353
29.1634883682	-1.69191684211
29.1634426181	-1.69207727885
29.1633940896	-1.69223689714
29.1633427974	-1.69239564889
29.1632887568	-1.69255348624
29.1632319841	-1.69271036162
29.1631724966	-1.69286622773
29.163110312	-1.6930210376
29.1630454492	-1.69317474457
29.1629779277	-1.6933273023
29.1629077679	-1.69347866481
29.1628349908	-1.69362878648
29.1627596185	-1.69377762205
29.1626816736	-1.69392512668
29.1626011797	-1.69407125588
29.162518161	-1.69421596563
29.1624326426	-1.69435921229
29.1623446501	-1.6945009527
29.1622542102	-1.69464114413
29.1621613501	-1.69477974432
29.1620660977	-1.69491671149
29.1619684819	-1.69505200437
29.161868532	-1.69518558217
29.1617662781	-1.69531740462
29.1616617511	-1.695447432
29.1615549825	-1.69557562512
29.1614460044	-1.69570194532
29.1613348497	-1.69582635454
29.161221552	-1.69594881527
29.1611061453	-1.69606929062
29.1609886644	-1.69618774425
29.1608691448	-1.69630414046
29.1607476225	-1.69641844418
29.1606241341	-1.69653062095
29.1604987168	-1.69664063696
29.1603714084	-1.69674845904
29.1602422474	-1.6968540547
29.1601112726	-1.6969573921
29.1599785236	-1.69705844011
29.1598440402	-1.69715716825
29.1597078632	-1.69725354678
29.1595700334	-1.69734754664
29.1594305925	-1.6974391395
29.1592895825	-1.69752829775
29.1591470459	-1.69761499451
29.1590030256	-1.69769920367
29.1588575652	-1.69778089982
29.1587107083	-1.69786005835
29.1585624993	-1.6979366554
29.1584129828	-1.69801066788
29.158262204	-1.69808207348
29.1581102082	-1.69815085068
29.1579570414	-1.69821697874
29.1578027495	-1.69828043774
29.1576473792	-1.69834120855
29.1574909774	-1.69839927284
29.157333591	-1.69845461313
29.1571752676	-1.69850721272
29.1570160549	-1.69855705576
29.1568560009	-1.69860412723
29.1566951538	-1.69864841294
29.1565335621	-1.69868989954
29.1563712745	-1.69872857453
29.1562083399	-1.69876442625
29.1560448075	-1.6987974439
29.1558807265	-1.69882761751
29.1557161464	-1.698854938
29.1555511169	-1.69887939713
29.1553856875	-1.69890098753
29.1552199083	-1.69891970269
29.1550538291	-1.69893553697
29.1548875001	-1.69894848559
29.1547209713	-1.69895854466
29.154554293	-1.69896571115
29.1543875154	-1.69896998288
29.1542206888	-1.69897135858
29.1540538622	-1.69896998288
29.1538870846	-1.69896571115
29.1537204063	-1.69895854466
29.1535538775	-1.69894848559
29.1533875485	-1.69893553697
29.1532214693	-1.69891970269
29.15305569	-1.69890098753
29.1528902607	-1.69887939713
29.1527252311	-1.698854938
29.152560651	-1.69882761751
29.15239657	-1.6987974439
29.1522330376	-1.69876442625
29.1520701031	-1.69872857453
29.1519078155	-1.69868989954
29.1517462238	-1.69864841294
29.1515853767	-1.69860412723
29.1514253227	-1.69855705576
29.15126611	-1.69850721272
29.1511077866	-1.69845461313
29.1509504002	-1.69839927284
29.1507939983	-1.69834120855
29.150638628	-1.69828043774
29.1504843362	-1.69821697874
29.1503311693	-1.69815085068
29.1501791735	-1.69808207348
29.1500283947	-1.69801066788
29.1498788783	-1.6979366554
29.1497306693	-1.69786005835
29.1495838124	-1.69778089982
29.1494383519	-1.69769920367
29.1492943317	-1.69761499451
29.149151795	-1.69752829775
29.149010785	-1.6974391395
29.1488713441	-1.69734754664
29.1487335144	-1.69725354678
29.1485973373	-1.69715716825
29.148462854	-1.69705844011
29.1483301049	-1.6969573921
29.1481991301	-1.6968540547
29.1480699691	-1.69674845904
29.1479426608	-1.69664063696
29.1478172435	-1.69653062095
29.1476937551	-1.69641844418
29.1475722328	-1.69630414046
29.1474527132	-1.69618774425
29.1473352323	-1.69606929062
29.1472198256	-1.69594881527
29.1471065278	-1.69582635454
29.1469953732	-1.69570194532
29.1468863951	-1.69557562512
29.1467796265	-1.695447432
29.1466750994	-1.69531740462
29.1465728456	-1.69518558217
29.1464728957	-1.69505200437
29.1463752798	-1.69491671149
29.1462800275	-1.69477974432
29.1461871674	-1.69464114413
29.1460967274	-1.6945009527
29.146008735	-1.69435921229
29.1459232165	-1.69421596563
29.1458401978	-1.69407125588
29.1457597039	-1.69392512668
29.1456817591	-1.69377762205
29.1456063867	-1.69362878648
29.1455336097	-1.69347866481
29.1454634498	-1.6933273023
29.1453959283	-1.69317474457
29.1453310655	-1.6930210376
29.145268881	-1.69286622773
29.1452093934	-1.69271036162
29.1451526208	-1.69255348624
29.1450985802	-1.69239564889
29.1450472879	-1.69223689714
29.1449987594	-1.69207727885
29.1449530094	-1.69191684211
29.1449100515	-1.6917556353
29.1448698988	-1.691593707
29.1448325634	-1.69143110602
29.1447980564	-1.69126788137
29.1447663884	-1.69110408225
29.1447375688	-1.69093975804
29.1447116064	-1.69077495826
29.1446885089	-1.69060973259
29.1446682834	-1.69044413084
29.1446509359	-1.6902782029
29.1446364716	-1.69011199881
29.144624895	-1.68994556866
29.1446162094	-1.68977896261
29.1446104176	-1.68961223088
29.1446075213	-1.68944542373
29.1446075213	-1.68927859143
29.1446104176	-1.68911178428
29.1446162094	-1.68894505255
29.144624895	-1.6887784465
29.1446364716	-1.68861201635
29.1446509359	-1.68844581225
29.1446682834	-1.68827988432
29.1446885089	-1.68811428256
29.1447116064	-1.6879490569
29.1447375688	-1.68778425712
29.1447663884	-1.68761993291
29.1447980564	-1.68745613379
29.1448325634	-1.68729290914
29.1448698988	-1.68713030816
29.1449100515	-1.68696837986
29.1449530094	-1.68680717305
29.1449987594	-1.68664673631
29.1450472879	-1.68648711801
29.1450985802	-1.68632836627
29.1451526208	-1.68617052892
29.1452093934	-1.68601365354
29.145268881	-1.68585778743
29.1453310655	-1.68570297756
29.1453959283	-1.68554927059
29.1454634498	-1.68539671286
29.1455336097	-1.68524535035
29.1456063867	-1.68509522868
29.1456817591	-1.6849463931
29.1457597039	-1.68479888848
29.1458401978	-1.68465275928
29.1459232165	-1.68450804953
29.146008735	-1.68436480287
29.1460967274	-1.68422306246
29.1461871674	-1.68408287103
29.1462800275	-1.68394427084
29.1463752798	-1.68380730367
29.1464728957	-1.68367201079
29.1465728456	-1.68353843299
29.1466750994	-1.68340661053
29.1467796265	-1.68327658315
29.1468863951	-1.68314839004
29.1469953732	-1.68302206984
29.1471065278	-1.68289766062
29.1472198256	-1.68277519988
29.1473352323	-1.68265472454
29.1474527132	-1.68253627091
29.1475722328	-1.68241987469
29.1476937551	-1.68230557097
29.1478172435	-1.68219339421
29.1479426608	-1.6820833782
29.1480699691	-1.68197555612
29.1481991301	-1.68186996046
29.1483301049	-1.68176662306
29.148462854	-1.68166557505
29.1485973373	-1.68156684691
29.1487335144	-1.68147046838
29.1488713441	-1.68137646852
29.149010785	-1.68128487566
29.149151795	-1.68119571741
29.1492943317	-1.68110902064
29.1494383519	-1.68102481149
29.1495838124	-1.68094311534
29.1497306693	-1.68086395681
29.1498788783	-1.68078735976
29.1500283947	-1.68071334728
29.1501791735	-1.68064194168
29.1503311693	-1.68057316448
29.1504843362	-1.68050703642
29.150638628	-1.68044357742
29.1507939983	-1.68038280661
29.1509504002	-1.68032474232
29.1511077866	-1.68026940203
29.15126611	-1.68021680244
29.1514253227	-1.6801669594
29.1515853767	-1.68011988793
29.1517462238	-1.68007560222
29.1519078155	-1.68003411561
29.1520701031	-1.67999544062
29.1522330376	-1.6799595889
29.15239657	-1.67992657126
29.152560651	-1.67989639765
29.1527252311	-1.67986907716
29.1528902607	-1.67984461803
29.15305569	-1.67982302763
29.1532214693	-1.67980431247
29.1533875485	-1.67978847819
29.1535538775	-1.67977552956
29.1537204063	-1.67976547049
29.1538870846	-1.67975830401
29.1540538622	-1.67975403228
29.1542206888	-1.67975265658
> -L"200ft"
29.1859579977	-1.67615709276
29.1861291575	-1.67615850448
29.1863002669	-1.67616288746
29.1864712745	-1.67617024037
29.1866421286	-1.67618056099
29.1868127779	-1.67619384622
29.1869831707	-1.67621009206
29.1871532559	-1.67622929359
29.187322982	-1.67625144505
29.1874922981	-1.67627653974
29.1876611529	-1.67630457011
29.1878294956	-1.67633552771
29.1879972756	-1.6763694032
29.1881644421	-1.67640618637
29.1883309449	-1.67644586615
29.1884967337	-1.67648843056
29.1886617586	-1.67653386678
29.1888259697	-1.67658216111
29.1889893178	-1.676633299
29.1891517534	-1.67668726503
29.1893132276	-1.67674404293
29.1894736918	-1.6768036156
29.1896330975	-1.67686596507
29.1897913968	-1.67693107255
29.189948542	-1.67699891842
29.1901044856	-1.67706948222
29.1902591806	-1.6771427427
29.1904125805	-1.67721867776
29.190564639	-1.67729726451
29.1907153102	-1.67737847928
29.1908645488	-1.67746229757
29.1910123097	-1.67754869413
29.1911585484	-1.67763764292
29.1913032209	-1.67772911711
29.1914462835	-1.67782308915
29.1915876932	-1.67791953071
29.1917274072	-1.67801841271
29.1918653835	-1.67811970535
29.1920015804	-1.6782233781
29.1921359571	-1.67832939971
29.1922684728	-1.67843773823
29.1923990877	-1.678548361
29.1925277625	-1.67866123467
29.1926544583	-1.67877632522
29.1927791369	-1.67889359796
29.1929017608	-1.67901301755
29.193022293	-1.67913454799
29.1931406971	-1.67925815264
29.1932569376	-1.67938379426
29.1933709793	-1.67951143496
29.1934827878	-1.67964103628
29.1935923295	-1.67977255915
29.1936995714	-1.67990596393
29.1938044811	-1.68004121041
29.193907027	-1.68017825781
29.1940071783	-1.68031706484
29.1941049046	-1.68045758965
29.1942001765	-1.68059978989
29.1942929654	-1.6807436227
29.1943832433	-1.68088904471
29.1944709829	-1.6810360121
29.1945561579	-1.68118448057
29.1946387424	-1.68133440537
29.1947187118	-1.68148574131
29.1947960417	-1.68163844276
29.194870709	-1.68179246372
29.1949426911	-1.68194775774
29.1950119663	-1.68210427802
29.1950785138	-1.68226197738
29.1951423134	-1.6824208083
29.1952033461	-1.68258072289
29.1952615932	-1.68274167295
29.1953170374	-1.68290360997
29.1953696619	-1.68306648514
29.1954194508	-1.68323024936
29.1954663891	-1.68339485328
29.1955104627	-1.68356024728
29.1955516583	-1.6837263815
29.1955899635	-1.68389320587
29.1956253667	-1.68406067011
29.1956578572	-1.68422872373
29.1956874253	-1.68439731609
29.195714062	-1.68456639637
29.1957377594	-1.68473591359
29.1957585103	-1.68490581668
29.1957763083	-1.68507605441
29.1957911483	-1.68524657547
29.1958030256	-1.68541732847
29.1958119367	-1.68558826193
29.1958178789	-1.68575932433
29.1958208505	-1.68593046412
29.1958208505	-1.6861016297
29.1958178789	-1.68627276948
29.1958119367	-1.68644383188
29.1958030256	-1.68661476535
29.1957911483	-1.68678551834
29.1957763083	-1.6869560394
29.1957585103	-1.68712627713
29.1957377594	-1.68729618022
29.195714062	-1.68746569745
29.1956874253	-1.68763477772
29.1956578572	-1.68780337008
29.1956253667	-1.6879714237
29.1955899635	-1.68813888794
29.1955516583	-1.68830571231
29.1955104627	-1.68847184653
29.1954663891	-1.68863724053
29.1954194508	-1.68880184445
29.1953696619	-1.68896560867
29.1953170374	-1.68912848384
29.1952615932	-1.68929042086
29.1952033461	-1.68945137093
29.1951423134	-1.68961128551
29.1950785138	-1.68977011643
29.1950119663	-1.68992781579
29.1949426911	-1.69008433607
29.194870709	-1.6902396301
29.1947960417	-1.69039365105
29.1947187118	-1.6905463525
29.1946387424	-1.69069768844
29.1945561579	-1.69084761324
29.1944709829	-1.69099608171
29.1943832433	-1.6911430491
29.1942929654	-1.69128847111
29.1942001765	-1.69143230392
29.1941049046	-1.69157450416
29.1940071783	-1.69171502897
29.193907027	-1.691853836
29.1938044811	-1.69199088341
29.1936995714	-1.69212612988
29.1935923295	-1.69225953466
29.1934827878	-1.69239105753
29.1933709793	-1.69252065885
29.1932569376	-1.69264829955
29.1931406971	-1.69277394117
29.193022293	-1.69289754582
29.1929017608	-1.69301907626
29.1927791369	-1.69313849585
29.1926544583	-1.69325576859
29.1925277625	-1.69337085915
29.1923990877	-1.69348373282
29.1922684728	-1.69359435558
29.1921359571	-1.6937026941
29.1920015804	-1.69380871571
29.1918653835	-1.69391238846
29.1917274072	-1.69401368111
29.1915876932	-1.69411256311
29.1914462835	-1.69420900466
29.1913032209	-1.6943029767
29.1911585484	-1.6943944509
29.1910123097	-1.69448339968
29.1908645488	-1.69456979624
29.1907153102	-1.69465361454
29.190564639	-1.6947348293
29.1904125805	-1.69481341606
29.1902591806	-1.69488935111
29.1901044856	-1.69496261159
29.189948542	-1.69503317539
29.1897913968	-1.69510102126
29.1896330975	-1.69516612874
29.1894736918	-1.69522847821
29.1893132276	-1.69528805088
29.1891517534	-1.69534482878
29.1889893178	-1.69539879481
29.1888259697	-1.6954499327
29.1886617586	-1.69549822703
29.1884967337	-1.69554366325
29.1883309449	-1.69558622766
29.1881644421	-1.69562590744
29.1879972756	-1.69566269061
29.1878294956	-1.69569656611
29.1876611529	-1.6957275237
29.1874922981	-1.69575555407
29.187322982	-1.69578064877
29.1871532559	-1.69580280022
29.1869831707	-1.69582200176
29.1868127779	-1.69583824759
29.1866421286	-1.69585153282
29.1864712745	-1.69586185345
29.1863002669	-1.69586920636
29.1861291575	-1.69587358933
29.1859579977	-1.69587500106
29.1857868379	-1.69587358933
29.1856157285	-1.69586920636
29.1854447209	-1.69586185345
29.1852738668	-1.69585153282
29.1851032175	-1.69583824759
29.1849328247	-1.69582200176
29.1847627395	-1.69580280022
29.1845930134	-1.69578064877
29.1844236974	-1.69575555407
29.1842548425	-1.6957275237
29.1840864998	-1.69569656611
29.1839187198	-1.69566269061
29.1837515533	-1.69562590744
29.1835850505	-1.69558622766
29.1834192617	-1.69554366325
29.1832542368	-1.69549822703
29.1830900257	-1.6954499327
29.1829266777	-1.69539879481
29.1827642421	-1.69534482878
29.1826027678	-1.69528805088
29.1824423036	-1.69522847821
29.1822828979	-1.69516612874
29.1821245986	-1.69510102126
29.1819674534	-1.69503317539
29.1818115098	-1.69496261159
29.1816568148	-1.69488935111
29.1815034149	-1.69481341606
29.1813513564	-1.6947348293
29.1812006852	-1.69465361454
29.1810514466	-1.69456979624
29.1809036857	-1.69448339968
29.180757447	-1.6943944509
29.1806127745	-1.6943029767
29.1804697119	-1.69420900466
29.1803283022	-1.69411256311
29.1801885882	-1.69401368111
29.1800506119	-1.69391238846
29.179914415	-1.69380871571
29.1797800384	-1.6937026941
29.1796475226	-1.69359435558
29.1795169077	-1.69348373282
29.1793882329	-1.69337085915
29.1792615372	-1.69325576859
29.1791368585	-1.69313849585
29.1790142346	-1.69301907626
29.1788937025	-1.69289754582
29.1787752983	-1.69277394117
29.1786590578	-1.69264829955
29.1785450162	-1.69252065885
29.1784332076	-1.69239105753
29.1783236659	-1.69225953466
29.178216424	-1.69212612988
29.1781115143	-1.69199088341
29.1780089684	-1.691853836
29.1779088172	-1.69171502897
29.1778110908	-1.69157450416
29.1777158189	-1.69143230392
29.17762303	-1.69128847111
29.1775327521	-1.6911430491
29.1774450125	-1.69099608171
29.1773598375	-1.69084761324
29.177277253	-1.69069768844
29.1771972837	-1.6905463525
29.1771199537	-1.69039365105
29.1770452864	-1.6902396301
29.1769733043	-1.69008433607
29.1769040291	-1.68992781579
29.1768374816	-1.68977011643
29.176773682	-1.68961128551
29.1767126493	-1.68945137093
29.1766544022	-1.68929042086
29.176598958	-1.68912848384
29.1765463335	-1.68896560867
29.1764965446	-1.68880184445
29.1764496063	-1.68863724053
29.1764055327	-1.68847184653
29.1763643371	-1.68830571231
29.1763260319	-1.68813888794
29.1762906288	-1.6879714237
29.1762581382	-1.68780337008
