# dataset: GeoCSV 2.0
# field_unit: ISO 8601 datetime UTC, meters, meters, meters, meters, meters, meters, number, number, number, degrees north, degrees east, meters, meters, meters, meters, meters, meters, meters, number, number, number, UTF-8
# field_type: string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string
# attribution: http://www.unavco.org/community/policies_forms/attribution/attribution.html
# Request URI: http://ws-prod1.int.unavco.org:9030/gps/data/position/BNZA/v3?analysisCenter=cwu&referenceFrame=igs14&report=long&dataPostProcessing=Uncleaned&refCoordOptio=from_analysis_center
# Source File: BNZA.cwu.igs14.pos Date Modified: 2022-12-01 00:31:27
# XYZ Reference Coordinate(igs14): X:  5560783.86623 Y:  3120220.77864 Z:  -209865.88661
# Applied Offset: X: 0 Y: 0 Z: 0
Datetime, X, Y, Z, Std Dev X, Std Dev Y, Std Dev Z, Corr XY, Corr XZ, Corr YZ, N latitude, E longitude, Height, delta N, delta E, delta U, Std Dev N, Std Dev E, Std Dev U, Corr NE, Corr NU, Corr EU, Solution
2022-10-11T00:00:00Z,5560783.87346,3120220.76064,-209865.64137,0.00729,0.00452,0.00320,0.79900,-0.11200,-0.08800,-1.8977889881,29.2972917537,1709.01864,0.24502,-0.01924,-0.01062,0.00241,0.00318,0.00824,0.02096,-0.01245,-0.03780,final
2022-10-12T00:00:00Z,5560783.88487,3120220.75577,-209865.63763,0.00718,0.00448,0.00321,0.79500,-0.11000,-0.07200,-1.8977889521,29.2972916654,1709.02608,0.24901,-0.02907,-0.00318,0.00240,0.00319,0.00812,0.04350,-0.00618,-0.03370,final
2022-10-13T00:00:00Z,5560783.89191,3120220.75641,-209865.64045,0.00703,0.00444,0.00321,0.79300,-0.12200,-0.07400,-1.8977889756,29.2972916394,1709.03262,0.24641,-0.03195,0.00336,0.00239,0.00319,0.00797,0.05706,0.01083,-0.04532,final
2022-10-14T00:00:00Z,5560783.88430,3120220.76465,-209865.63888,0.00688,0.00433,0.00320,0.79700,-0.12700,-0.08300,-1.8977889622,29.2972917374,1709.02996,0.24789,-0.02104,0.00070,0.00231,0.00318,0.00780,0.05055,0.00895,-0.05334,final
2022-10-15T00:00:00Z,5560783.88262,3120220.75639,-209865.64233,0.00732,0.00446,0.00317,0.80200,-0.10600,-0.07800,-1.8977889951,29.2972916801,1709.02457,0.24426,-0.02742,-0.00469,0.00237,0.00315,0.00824,0.02912,-0.03796,-0.02945,final
2022-10-16T00:00:00Z,5560783.88786,3120220.76036,-209865.64726,0.00680,0.00431,0.00318,0.80000,-0.09200,-0.06100,-1.8977890377,29.2972916882,1709.03125,0.23955,-0.02653,0.00199,0.00228,0.00317,0.00773,0.03576,0.02294,-0.02046,final
2022-10-17T00:00:00Z,5560783.87974,3120220.76115,-209865.63824,0.00690,0.00427,0.00299,0.79900,-0.11300,-0.08000,-1.8977889581,29.2972917301,1709.02426,0.24834,-0.02186,-0.00500,0.00227,0.00297,0.00780,0.03565,-0.01567,-0.03519,final
2022-10-18T00:00:00Z,5560783.88992,3120220.76555,-209865.64068,0.00692,0.00434,0.00301,0.80900,-0.10300,-0.07200,-1.8977889769,29.2972917198,1709.03536,0.24627,-0.02301,0.00610,0.00225,0.00299,0.00786,0.03538,0.01446,-0.02486,final
2022-10-19T00:00:00Z,5560783.88358,3120220.76149,-209865.64070,0.00729,0.00461,0.00319,0.81000,-0.16300,-0.13300,-1.8977889793,29.2972917158,1709.02785,0.24600,-0.02345,-0.00141,0.00238,0.00316,0.00830,0.02241,0.02885,-0.08834,final
2022-10-20T00:00:00Z,5560783.87768,3120220.76356,-209865.64023,0.00691,0.00438,0.00320,0.81200,-0.11800,-0.09200,-1.8977889763,29.2972917581,1709.02370,0.24633,-0.01875,-0.00555,0.00225,0.00318,0.00788,0.02417,0.03454,-0.04757,final
