# dataset: GeoCSV 2.0
# field_unit: ISO 8601 datetime UTC, meters, meters, meters, meters, meters, meters, number, number, number, degrees north, degrees east, meters, meters, meters, meters, meters, meters, meters, number, number, number, UTF-8
# field_type: string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string
# attribution: http://www.unavco.org/community/policies_forms/attribution/attribution.html
# Request URI: http://ws-prod1.int.unavco.org:9030/gps/data/position/BNZA/v3?analysisCenter=cwu&referenceFrame=igs14&report=long&dataPostProcessing=Uncleaned&refCoordOptio=from_analysis_center
# Source File: BNZA.cwu.igs14.pos Date Modified: 2022-12-01 00:31:27
# XYZ Reference Coordinate(igs14): X:  5560783.86623 Y:  3120220.77864 Z:  -209865.88661
# Applied Offset: X: 0 Y: 0 Z: 0
Datetime, X, Y, Z, Std Dev X, Std Dev Y, Std Dev Z, Corr XY, Corr XZ, Corr YZ, N latitude, E longitude, Height, delta N, delta E, delta U, Std Dev N, Std Dev E, Std Dev U, Corr NE, Corr NU, Corr EU, Solution
2022-10-21T00:00:00Z,5560783.88365,3120220.76630,-209865.64352,0.00674,0.00426,0.00317,0.80400,-0.10300,-0.07300,-1.8977890041,29.2972917532,1709.03036,0.24326,-0.01929,0.00110,0.00223,0.00315,0.00766,0.03268,0.02224,-0.03267,final
2022-10-22T00:00:00Z,5560783.87528,3120220.76459,-209865.63961,0.00700,0.00445,0.00339,0.80600,-0.12600,-0.09200,-1.8977889712,29.2972917766,1709.02209,0.24690,-0.01668,-0.00716,0.00232,0.00337,0.00797,0.03505,0.03325,-0.05812,final
2022-10-23T00:00:00Z,5560783.86557,3120220.76214,-209865.64205,0.00676,0.00427,0.00320,0.80100,-0.09900,-0.06400,-1.8977889961,29.2972918001,1709.01251,0.24414,-0.01407,-0.01674,0.00225,0.00318,0.00768,0.04126,0.01838,-0.02787,final
2022-10-24T00:00:00Z,5560783.87220,3120220.76350,-209865.63763,0.00674,0.00428,0.00307,0.80700,-0.09400,-0.06100,-1.8977889542,29.2972917816,1709.01881,0.24877,-0.01612,-0.01045,0.00222,0.00306,0.00767,0.03993,0.03244,-0.01916,final
2022-10-25T00:00:00Z,5560783.88198,3120220.76577,-209865.63879,0.00682,0.00435,0.00332,0.80400,-0.11000,-0.07100,-1.8977889619,29.2972917564,1709.02848,0.24793,-0.01893,-0.00077,0.00227,0.00330,0.00777,0.04610,0.03645,-0.04047,final
2022-10-26T00:00:00Z,5560783.88053,3120220.77041,-209865.63825,0.00706,0.00448,0.00330,0.81300,-0.11000,-0.07800,-1.8977889567,29.2972917991,1709.02947,0.24850,-0.01417,0.00021,0.00229,0.00328,0.00805,0.03608,0.03714,-0.03837,final
2022-10-27T00:00:00Z,5560783.87570,3120220.76932,-209865.63779,0.00703,0.00444,0.00318,0.81400,-0.09200,-0.05400,-1.8977889539,29.2972918119,1709.02471,0.24881,-0.01276,-0.00454,0.00227,0.00317,0.00800,0.05013,0.03032,-0.01494,final
2022-10-28T00:00:00Z,5560783.88397,3120220.76229,-209865.64282,0.00682,0.00433,0.00307,0.80700,-0.10100,-0.06800,-1.8977889983,29.2972917204,1709.02864,0.24390,-0.02294,-0.00061,0.00225,0.00305,0.00777,0.03861,0.03216,-0.02533,final
2022-10-29T00:00:00Z,5560783.87881,3120220.76406,-209865.64086,0.00680,0.00430,0.00314,0.80500,-0.08400,-0.04700,-1.8977889816,29.2972917569,1709.02495,0.24574,-0.01887,-0.00430,0.00225,0.00313,0.00773,0.04811,0.02374,-0.00916,final
2022-10-30T00:00:00Z,5560783.87584,3120220.76672,-209865.64483,0.00672,0.00425,0.00311,0.80200,-0.09000,-0.05000,-1.8977890178,29.2972917908,1709.02380,0.24173,-0.01510,-0.00546,0.00224,0.00310,0.00764,0.05142,0.02113,-0.01491,final
2022-10-31T00:00:00Z,5560783.88016,3120220.76330,-209865.63704,0.00674,0.00426,0.00313,0.80200,-0.09800,-0.06100,-1.8977889469,29.2972917450,1709.02563,0.24959,-0.02019,-0.00363,0.00224,0.00312,0.00766,0.04496,0.02023,-0.02442,final
2022-11-01T00:00:00Z,5560783.89647,3120220.77084,-209865.63975,0.00681,0.00428,0.00297,0.81000,-0.09300,-0.06800,-1.8977889659,29.2972917325,1709.04363,0.24747,-0.02160,0.01437,0.00221,0.00296,0.00774,0.02715,0.01888,-0.01623,final
2022-11-02T00:00:00Z,5560783.88818,3120220.76588,-209865.63907,0.00692,0.00436,0.00320,0.79600,-0.11500,-0.06700,-1.8977889627,29.2972917300,1709.03394,0.24783,-0.02187,0.00469,0.00233,0.00318,0.00785,0.05898,0.00969,-0.03913,final
2022-11-03T00:00:00Z,5560783.88036,3120220.76778,-209865.64336,0.00696,0.00439,0.00332,0.79300,-0.10600,-0.06100,-1.8977890033,29.2972917793,1709.02821,0.24335,-0.01639,-0.00105,0.00236,0.00330,0.00789,0.05499,0.00878,-0.03353,final
2022-11-04T00:00:00Z,5560783.88343,3120220.76681,-209865.63786,0.00673,0.00427,0.00315,0.80400,-0.08500,-0.05100,-1.8977889529,29.2972917582,1709.03022,0.24892,-0.01873,0.00097,0.00223,0.00314,0.00766,0.04273,0.02818,-0.01224,final
2022-11-05T00:00:00Z,5560783.88801,3120220.76779,-209865.63612,0.00682,0.00432,0.00334,0.80100,-0.08200,-0.04700,-1.8977889358,29.2972917457,1709.03464,0.25081,-0.02012,0.00538,0.00228,0.00333,0.00775,0.04433,0.02274,-0.01319,final
2022-11-06T00:00:00Z,5560783.87717,3120220.76689,-209865.64104,0.00673,0.00427,0.00311,0.80600,-0.10000,-0.06300,-1.8977889832,29.2972917863,1709.02492,0.24556,-0.01560,-0.00434,0.00222,0.00309,0.00766,0.04530,0.03004,-0.02577,final
2022-11-07T00:00:00Z,5560783.88604,3120220.76453,-209865.63843,0.00677,0.00427,0.00320,0.79900,-0.10400,-0.06600,-1.8977889577,29.2972917289,1709.03140,0.24839,-0.02200,0.00215,0.00226,0.00318,0.00768,0.04500,0.01419,-0.03226,final
2022-11-08T00:00:00Z,5560783.88236,3120220.77194,-209865.63862,0.00680,0.00429,0.00320,0.79900,-0.09600,-0.05900,-1.8977889593,29.2972918031,1709.03182,0.24821,-0.01374,0.00257,0.00228,0.00319,0.00772,0.04478,0.01459,-0.02375,final
2022-11-09T00:00:00Z,5560783.87769,3120220.76679,-209865.63739,0.00677,0.00428,0.00316,0.80700,-0.11000,-0.07500,-1.8977889501,29.2972917833,1709.02519,0.24922,-0.01594,-0.00406,0.00222,0.00314,0.00770,0.04027,0.02532,-0.03777,final
2022-11-10T00:00:00Z,5560783.88938,3120220.76305,-209865.63761,0.00678,0.00424,0.00310,0.80500,-0.09500,-0.05900,-1.8977889496,29.2972917025,1709.03356,0.24928,-0.02492,0.00431,0.00222,0.00309,0.00769,0.04442,0.00608,-0.02027,final
2022-11-11T00:00:00Z,5560783.88561,3120220.76107,-209865.63732,0.00669,0.00422,0.00319,0.80100,-0.08900,-0.05700,-1.8977889483,29.2972917037,1709.02930,0.24943,-0.02481,0.00004,0.00223,0.00318,0.00760,0.03809,0.01626,-0.01897,final
2022-11-12T00:00:00Z,5560783.88626,3120220.76862,-209865.63566,0.00664,0.00419,0.00302,0.80200,-0.11100,-0.07200,-1.8977889320,29.2972917600,1709.03350,0.25123,-0.01854,0.00425,0.00221,0.00300,0.00754,0.04599,0.01767,-0.03552,final
2022-11-13T00:00:00Z,5560783.87520,3120220.76680,-209865.63695,0.00678,0.00431,0.00312,0.80700,-0.11600,-0.07700,-1.8977889468,29.2972917943,1709.02302,0.24959,-0.01471,-0.00624,0.00224,0.00310,0.00772,0.04575,0.03405,-0.04144,rapid
2022-11-14T00:00:00Z,5560783.88244,3120220.76499,-209865.63592,0.00685,0.00432,0.00312,0.80300,-0.08600,-0.04900,-1.8977889359,29.2972917483,1709.02841,0.25080,-0.01984,-0.00085,0.00227,0.00311,0.00778,0.04735,0.01765,-0.01008,rapid
2022-11-15T00:00:00Z,5560783.88294,3120220.76221,-209865.63560,0.00713,0.00445,0.00336,0.80100,-0.08700,-0.05000,-1.8977889333,29.2972917243,1709.02747,0.25109,-0.02251,-0.00178,0.00235,0.00335,0.00807,0.04666,-0.00068,-0.01472,rapid
2022-11-16T00:00:00Z,5560783.88797,3120220.76857,-209865.63573,0.00702,0.00441,0.00344,0.79500,-0.07800,-0.04700,-1.8977889322,29.2972917520,1709.03497,0.25121,-0.01942,0.00572,0.00236,0.00343,0.00795,0.03737,0.00447,-0.01060,rapid
2022-11-17T00:00:00Z,5560783.88478,3120220.76566,-209865.63254,0.00682,0.00427,0.00319,0.80100,-0.10400,-0.06600,-1.8977889046,29.2972917433,1709.03067,0.25426,-0.02040,0.00141,0.00226,0.00317,0.00773,0.04549,0.00436,-0.03140,rapid
2022-11-18T00:00:00Z,5560783.87393,3120220.76874,-209865.63846,0.00680,0.00432,0.00333,0.80200,-0.10800,-0.06800,-1.8977889605,29.2972918151,1709.02291,0.24808,-0.01240,-0.00635,0.00227,0.00331,0.00774,0.04789,0.02824,-0.03884,rapid
2022-11-19T00:00:00Z,5560783.86977,3120220.76839,-209865.63663,0.00679,0.00432,0.00330,0.80500,-0.10100,-0.06700,-1.8977889452,29.2972918306,1709.01904,0.24978,-0.01067,-0.01021,0.00225,0.00328,0.00773,0.03972,0.03352,-0.03232,rapid
2022-11-20T00:00:00Z,5560783.87912,3120220.77095,-209865.62859,0.00680,0.00431,0.00328,0.80300,-0.09200,-0.05900,-1.8977888697,29.2972918096,1709.02819,0.25813,-0.01301,-0.00107,0.00226,0.00327,0.00773,0.03950,0.02565,-0.02268,rapid
2022-11-21T00:00:00Z,5560783.87100,3120220.77275,-209865.62993,0.00680,0.00432,0.00326,0.80600,-0.08800,-0.05300,-1.8977888836,29.2972918594,1709.02203,0.25658,-0.00747,-0.00722,0.00225,0.00325,0.00774,0.04414,0.03209,-0.01722,rapid
2022-11-22T00:00:00Z,5560783.87155,3120220.76611,-209865.62948,0.00674,0.00427,0.00323,0.80300,-0.08600,-0.05200,-1.8977888804,29.2972918050,1709.01925,0.25694,-0.01353,-0.01001,0.00224,0.00322,0.00766,0.04231,0.02489,-0.01556,rapid
2022-11-23T00:00:00Z,5560783.87757,3120220.76678,-209865.63402,0.00678,0.00427,0.00317,0.80400,-0.08200,-0.04700,-1.8977889197,29.2972917837,1709.02498,0.25259,-0.01589,-0.00428,0.00224,0.00316,0.00770,0.04486,0.01640,-0.00895,rapid
2022-11-24T00:00:00Z,5560783.88151,3120220.76925,-209865.63021,0.00675,0.00428,0.00329,0.80000,-0.09400,-0.05700,-1.8977888839,29.2972917858,1709.02949,0.25655,-0.01567,0.00023,0.00226,0.00328,0.00767,0.04524,0.02340,-0.02474,rapid
2022-11-25T00:00:00Z,5560783.87848,3120220.76978,-209865.63678,0.00679,0.00431,0.00325,0.79900,-0.09500,-0.05200,-1.8977889440,29.2972918032,1709.02732,0.24990,-0.01372,-0.00193,0.00228,0.00324,0.00772,0.05481,0.02405,-0.02247,rapid
2022-11-26T00:00:00Z,5560783.88151,3120220.76946,-209865.63110,0.00681,0.00432,0.00337,0.80000,-0.09100,-0.05600,-1.8977888919,29.2972917874,1709.02963,0.25566,-0.01548,0.00037,0.00228,0.00336,0.00774,0.04246,0.02415,-0.02352,rapid
2022-11-27T00:00:00Z,5560783.88075,3120220.77000,-209865.62739,0.00682,0.00432,0.00342,0.79900,-0.09100,-0.05400,-1.8977888585,29.2972917950,1709.02910,0.25936,-0.01464,-0.00015,0.00229,0.00341,0.00775,0.04558,0.02087,-0.02425,rapid
2022-11-28T00:00:00Z,5560783.89033,3120220.76584,-209865.63565,0.00689,0.00432,0.00336,0.79800,-0.10300,-0.06300,-1.8977889313,29.2972917203,1709.03569,0.25131,-0.02296,0.00643,0.00230,0.00334,0.00781,0.04837,0.00391,-0.03376,rapid
2022-11-29T00:00:00Z,5560783.89115,3120220.76863,-209865.63339,0.00672,0.00423,0.00316,0.80000,-0.09800,-0.06000,-1.8977889102,29.2972917386,1709.03769,0.25364,-0.02092,0.00844,0.00224,0.00315,0.00762,0.04627,0.01193,-0.02552,rapid
